,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
Andhra Bank,327386.3,406732.9,31395.1,26540.1,4.6,,13581.4,367059.6,,4442.88,2.68,21393.6,29581.1,38388.9,33638.1,3.7,,12084.3,441155.95,,4811.92,3.03,23085.9,35908.2,86.4,1.26,52,0.7936507937,-0.3981481481,0.01167129583,0.01481552527,-0.003144229437,0.05675936223,0.04508806639,0.35,-0.009608176594,35908.2,29581.1,0.01618703753,0.0008063412067,1,0,1,1,1,1,1,1,7
Ansal Housing & Construction Ltd.,2458.8,3557.6,1305.9,1301.3,4.5,0.2,546.7,2931.7,1221.8,996.57,0.87,-454.8,75.8,2016.5,1547.4,,0.3,1080,4430.8,1954.3,976.22,0.91,-1227.9,51,80.62,2.55,31.25,0.3921568627,-0.6123790623,0.1319428828,0.0001220107369,0.1318208721,-0.3451484147,-0.4770912975,0.04,0.0572694725,1954.3,1221.8,0.3161331008,0.02431680587,1,1,0,0,1,0,1,1,5
Arvind Ltd.,32402.1,36752.7,16609.2,15239.4,105.4,,11321.5,34577.4,15833.3,11369.55,0.9,2180.8,39.4,20065.4,19374.5,1001.2,66.1,12700.7,37245,18342.9,13252.02,0.84,2435.2,358.7,44.5,0.72,28.55,1.388888889,-0.3584269663,-0.006644409798,0.03902216214,-0.04566657194,0.06625907756,0.07290348736,-0.06,0.01357931188,18342.9,15833.3,-0.004382107692,0.0345840289,0,0,1,1,0,0,0,1,3
Ashok Leyland Ltd.,34089.6,37195.9,62878.8,62611.7,344.9,11.7,6379.2,35400.05,53292.5,43949.29,1.36,3220.2,455.5,86258.6,83113.4,90.3,17,3684.4,40988.5,73312.9,62231.2,1.03,4997,895.5,19.18,2.55,13.55,0.3921568627,-0.2935349322,0.08258705933,-0.001939007791,0.08452606712,0.1343427636,0.05175570426,-0.33,-0.09031450801,73312.9,53292.5,-0.0241632079,0.2831854718,1,1,1,1,0,1,0,1,6
Aurobindo Pharma Ltd.,19477,25259.3,15106.4,14661.3,28.7,,6585.5,22368.15,13957.4,11905.45,1.39,275.1,158.9,21092.7,19526.8,41.2,,13503.2,29477.85,18857.8,15651.42,1.8,475.3,888.3,81.4,4.25,26.48,0.2352941176,-0.6746928747,0.0603619261,0.02137906248,0.03898286362,0.01881683182,-0.04154509428,0.41,0.1636653852,18857.8,13957.4,0.02301417436,0.01574235203,1,1,1,0,1,0,1,1,6
Axis Bank Ltd.,377997.5,497846.4,36205.3,31354.5,,17,36015.5,437921.95,,3079.46,1.64,39704.9,35992.6,54746.9,48156.6,,29.1,80970.2,615471.75,,4471.68,3.09,48851.6,54318.3,124.94,4.8,118.77,0.2083333333,-0.04938370418,0.01329606883,0.01287786295,0.0004182058788,0.09812584765,0.08482977882,1.45,0.04931612307,54318.3,35992.6,0.003234505722,0.006065209461,1,1,1,1,1,0,1,1,7
B E M L Ltd.,20555.4,21552.1,22760.7,20642.7,1.7,,0,21053.75,20699.5,16081.3,1.46,1055.8,137.2,26601.6,24442,1.3,,0,22241.4,24419,19174.71,1.62,445.1,171.9,1154,2.95,679.75,0.3389830508,-0.4109618718,0.1001433735,0.1029559143,-0.002812540761,0.02065227982,-0.07949109368,0.16,0,24419,20699.5,-0.008344153535,0.1147334869,1,0,1,0,1,1,0,1,5
Bajaj Hindusthan Sugar Ltd.,12955.5,34126.4,16468.3,14631.6,0.1,0.9,14660.9,23540.95,14508.8,11360.57,0.99,-771.9,827.8,19279.2,21318.9,,0.5,24659,44272.1,17073.1,13913.24,0.47,802.7,1756.3,145.26,1.77,129.68,0.5649717514,-0.1072559548,-0.0597543251,0.1418316545,-0.2015859796,0.02352137934,0.08327570444,-0.52,-0.06579549513,17073.1,14508.8,-0.03190934027,-0.2306816051,0,0,1,1,0,1,0,0,3
Ballarpur Industries Ltd.,32176.5,36738.1,21243.3,19154.3,17,,11586.6,34457.3,18759,13314.46,1.7,3983.7,144.9,23959.7,21370.3,9.3,0.4,9976.5,38500.95,21681.3,15426.02,1.33,4483.2,115.5,23.8,1.09,32.15,0.9174311927,0.3508403361,0.0702404316,0.06439482231,0.005845609287,0.1220313516,0.05179092005,-0.37,-0.07713618433,21681.3,18759,-0.001725778013,0.01872381369,1,1,1,1,0,1,0,1,6
Balrampur Chini Mills Ltd.,12331.7,19178.6,19969.8,14022.6,26.7,16.5,3542.8,19176.8,19199.5,14448.21,0.51,5577.2,7,14962.4,17672.4,25.5,7.2,9858.9,23445.6,13754.9,12881.87,0.66,980.5,90.8,77.9,2.07,71.1,0.4830917874,-0.08729139923,-0.1422575162,0.4814421369,-0.6236996531,0.05112469106,0.1933822073,0.15,0.2357570091,13754.9,19199.5,-0.183998993,-0.4145107428,0,0,1,1,1,0,0,0,3
Bank Of Baroda,946642.4,1133925.3,86665.9,78396.3,5.7,8.7,70619.5,1040283.85,,12634.89,3.32,-24440.6,79517.8,104381.1,94116.5,131.3,2.8,38516.8,1282693.55,,14305.13,4.55,91623.8,99281.3,54.65,1.08,38.95,0.9259259259,-0.2872827081,0.008938948624,0.008738885983,0.0002000626412,0.08080232446,0.07186337583,1.23,-0.03785677652,99281.3,79517.8,0.01480700552,0.0009620781846,1,1,1,1,1,1,1,1,8
Bank Of India,950044.5,1122742.7,82130.8,75116.4,2.7,,91103.2,1034778.8,,10923.83,3.23,68789.7,78452.8,104992.3,93760.6,159.5,,106293.8,1271072.3,,13011.32,3.37,83534.4,99784.1,232.5,1.83,197.9,0.5464480874,-0.1488172043,0.009861743033,0.007380391129,0.002481351904,0.07440208696,0.06454034393,0.14,-0.004415933509,99784.1,78452.8,0.00884606971,0.002687864102,1,1,1,1,1,1,1,1,8
Bata India Ltd.,5686.8,5513.9,7531.2,7594.1,114.2,0.6,237.6,4766.85,6964.1,5334.89,1.34,-69,9.8,8223.9,7838,227.5,1.4,61.6,4546.3,7615.3,5754.87,1.38,444.3,9.2,85.05,5.67,69.67,0.176366843,-0.1808348031,0.0289813018,-0.03103678695,0.06001808875,0.08057817516,0.05159687336,0.04,-0.03629475696,7615.3,6964.1,0.01035751869,0.21411063,1,1,1,1,1,1,1,1,8
Bharat Electronics Ltd.,45882.8,54947.6,36589,29938.7,31.8,28.2,78.7,50395.1,35138.9,24053.89,1.31,6785.6,761.7,41473,34936.5,9,,17.2,62011.45,38976.4,27486.09,1.36,3503.6,1304.7,616.3,5.83,318.38,0.1715265866,-0.4834009411,0.1187949974,0.1448625629,-0.02606756546,0.06376256652,-0.0550324309,0.05,-0.001284291633,38976.4,35138.9,-0.02066090925,-0.06873265021,1,0,1,0,1,1,0,0,4
Bharat Forge Ltd.,16373.5,31349.7,17545.5,15770,11.4,0.7,7382.5,23861.6,15807.7,10888.84,0.93,2182.4,390.1,21104.5,18878.3,1.8,1.5,10065.5,34347.75,18689.4,12950.2,1.08,2956.9,730.1,308.8,4.97,227.1,0.2012072435,-0.2645725389,0.07100227434,0.1077839191,-0.03678164479,0.09431988185,0.02331760751,0.15,-0.01634145421,18689.4,15807.7,-0.004085448266,-0.1183514584,1,0,1,1,1,1,0,0,5
Bharat Heavy Electricals Ltd.,174234.1,214175,154411.6,141480.1,33,,5553.2,194204.55,134480.6,96126.02,1.3,16238.3,2660.7,200956.7,178621.6,11.5,,859.6,250347.65,173420.5,121716.86,1.27,28213.7,4354.9,312,8.25,271.22,0.1212121212,-0.1307051282,0.1042306525,0.0740297106,0.0302009419,0.1317319949,0.02750134236,-0.03,-0.02516096746,173420.5,134480.6,0.01293499961,0.000249862594,1,1,1,1,0,1,1,1,7
Bharat Petroleum Corpn. Ltd.,206667.3,286607,856680.4,861308.3,35.1,,43382.7,246637.15,754955.5,724186.26,1.13,13270.1,2099.2,1082455.4,1066456,,9.2,54572.7,314507.1,965194.6,905475.39,0.91,46035.6,4809.7,170.5,1.19,107.97,0.8403361345,-0.366744868,0.05585557924,-0.02256283408,0.07841841332,0.1606227343,0.104767155,-0.22,-0.002378677703,965194.6,754955.5,0.02111635212,0.007915266903,1,1,1,1,0,1,1,1,7
Bharti Airtel Ltd.,146708.6,198894.9,113318.3,93188.4,34.7,,45017.3,172780.45,112273.5,64234.96,0.32,46313.3,323.9,180055.8,139732.2,24.1,,49068,241658.35,178478.6,97075.2,0.31,81079.5,549.3,420,12.35,353.45,0.08097165992,-0.158452381,0.2026170606,0.1369735653,0.06564349528,0.4076499699,0.2050329093,-0.01,-0.0574992721,178478.6,112273.5,0.02822544625,0.08875313507,1,1,1,1,0,1,1,1,7
Birla Corporation Ltd.,8415.1,10425.3,14358.8,12967.4,32.5,6.4,1543,9321.05,11991.1,7037.06,0.54,2116.5,49,18080.7,14865.2,13.2,1.5,1319.6,12480.5,15444,7189.41,0.4,2934.8,161.7,270,2.72,161.5,0.3676470588,-0.4018518519,0.3073101014,0.1622440613,0.1450660401,0.2815074866,-0.02580261479,-0.14,-0.05980634671,15444,11991.1,0.1213421559,-0.04900335669,1,1,1,0,0,1,1,0,5
Bombay Dyeing & Mfg. Co. Ltd.,8620.9,11741.7,11777.8,10984,214.7,96.7,3464.3,9764.9,10176.8,8898.14,1.38,211.9,157.7,5402.7,5125.2,84.6,,6316.4,14422.8,4916,4872.2,0.65,105.3,172.8,115.2,5.24,103.87,0.1908396947,-0.09835069444,0.01642862618,0.07839088726,-0.06196226108,0.008968036996,-0.007460589182,-0.73,0.08317481705,4916,10176.8,-0.1167349207,-0.7013324806,1,0,1,0,0,0,0,0,2
Bombay Rayon Fashions Ltd.,984.5,2887.5,2011.2,2079.8,,1.6,590.8,1936,1989.8,1520.94,1.73,-426.1,10.9,4970.1,4840.7,,0.3,1702.1,6031.9,4893.8,3739.32,1.49,,53.4,251.4,3.19,264.7,0.3134796238,0.05290373906,0.04491774892,-0.06805485018,0.1129725991,0,-0.04491774892,-0.24,-0.02298222919,4893.8,1989.8,0.0002749356222,-0.2164694399,1,1,0,0,0,1,1,0,4
Bongaigaon Refinery & Petrochemicals Ltd. [Merged],19185.5,20501.7,64908.4,63663.4,,,0,19843.6,54900.7,50133.23,0.97,1074,144.9,66147.2,64618.1,,546.8,0,21210.25,56538,51294.56,0.92,1664.5,204.6,49,0.96,46.4,1.041666667,-0.05306122449,0.1012550179,0.06489275755,0.03636226033,0.08118838926,-0.02006662862,-0.05,0,56538,54900.7,0.005903817835,-0.1010723613,1,1,1,0,0,1,1,0,5
C E S C Ltd.,49211.4,69610.3,26300.8,24526.1,,9.7,17515.2,47939.6,25907.7,18494.87,1.26,7201.8,162.1,26288.8,23281.8,,1.2,16105,53808.45,25642.5,17678.51,1.03,10388.4,489.9,378,1.51,380.1,0.6622516556,0.005555555556,0.04321486906,0.036259891,0.006954978063,0.1492365354,0.1060216663,-0.23,-0.06605731136,25642.5,25907.7,0.02445316334,-0.06387223792,1,1,1,1,0,1,1,0,6
Canara Bank,1104127.5,1329379.1,101739.7,88307.5,3.9,,35304.2,1215601.8,,12945.87,2.9,27485.3,94695.1,128763.6,114555.5,4.9,,78250.7,1483403.7,,13763.15,3.65,84547.9,122072.2,272,1.34,175,0.7462686567,-0.3566176471,0.01068408553,0.01216191065,-0.001477825124,0.06359954057,0.05291545504,0.75,0.0237082088,122072.2,94695.1,0.02396510495,0.004392191905,1,0,1,1,1,0,1,1,6
Century Textiles & Inds. Ltd.,23910.7,25236.8,31204.7,30231,510.2,10,3257.1,24357.3,26466.6,17117.47,0.64,2595.9,169.6,36358.2,33573,79.2,45.4,7949.9,28509.2,32178.2,19329.57,0.75,3078.7,142.2,677,5.7,466.55,0.1754385965,-0.3108567208,0.109023331,0.01980284977,0.08922048124,0.1219924872,0.01296915615,0.11,0.1451321257,32178.2,26466.6,0.04605352987,0.04209703008,1,1,1,1,1,0,1,1,7
Chambal Fertilisers & Chemicals Ltd.,28615.5,26719,28074.1,25769.3,9,13.8,7330.3,27667.25,27435.6,20811.84,1.1,5037.8,491.7,26361.5,25644.4,230.5,76.2,13698,31638.65,25962.9,18992.44,1.28,-1270.3,93.1,35.5,1.38,57.75,0.7246376812,0.6267605634,0.02106366256,0.08071150251,-0.05964783995,-0.04754294697,-0.06860660953,0.18,0.1680064529,25962.9,27435.6,0.02704832871,-0.171020211,1,0,0,0,1,0,1,0,3
Chennai Petroleum Corpn. Ltd.,74588.6,86481.2,255162.6,254352.6,56.8,17.3,19545.3,80534.9,209804.3,197988.78,1.17,2734,144.4,294732.7,292963.5,2.8,30.4,17106.7,85636.25,246108.5,232803.41,1.22,14091.9,333.8,269.6,1.35,243.3,0.7407407407,-0.09755192878,0.02077676998,0.01032999681,0.01044677317,0.1629475539,0.1421707839,0.05,-0.04293350879,246108.5,209804.3,-0.002254975567,0.2687470986,1,1,1,1,1,1,0,1,7
Cipla Ltd.,26123.9,34647.7,32357.8,27224.9,941.9,94.3,51.6,30288.9,29700.1,20064.62,1.42,2624.4,39.7,37637.2,30649.6,18.9,,55.2,39302.65,35564,24300.91,2.12,3126.2,629.1,209.5,4.88,206.35,0.2049180328,-0.01503579952,0.2011302338,0.1640375289,0.0370927049,0.0902282114,-0.1109020224,0.7,-0.0002991089379,35564,29700.1,-0.007726653492,-0.07568516438,1,1,1,0,1,1,0,0,5
Colgate-Palmolive (India) Ltd.,5738.2,6368.9,12636,11184.5,68.9,117.6,43.6,6053.55,11477,6457.71,0.49,1674.4,147.3,14523.8,12967.3,84.7,,42.8,6782.9,13202,7705.12,0.49,1399.4,187.8,186.72,14.79,174.9,0.0676132522,-0.0633033419,0.2310917113,0.26144087,-0.03034915867,0.2197239712,-0.01136774011,0,-0.0008923999727,13202,11477,-0.02096745225,0.05045280815,1,0,1,0,0,1,0,1,4
Corporation Bank,339238.6,405066.4,32016.9,27572.3,,0.4,19600.8,372152.5,,3405.94,2.44,,29663.1,40700.4,35339,0.3,,26212.1,466248.5,,3581.44,2.09,52111.2,38037.7,65,1.2,50.93,0.8333333333,-0.2164615385,0.01323511405,0.01310287214,0.0001322419077,0.1286485376,0.1154134236,-0.35,0.003550430867,38037.7,29663.1,0.02066576121,0.001875620245,1,1,1,1,0,0,1,1,6
Crompton Greaves Ltd.,13524.2,16535,28284.2,26831.7,80,6.1,2437.7,14874.95,25621.2,20233.43,1.24,2463.4,71.8,37305.7,36113.9,55.6,,2040.4,18382.4,33876.8,27423.17,1.12,2308.8,157.7,145.71,13.18,120.77,0.07587253414,-0.1711618969,0.06871484729,0.1019357892,-0.03322094188,0.1396310856,0.07091623828,-0.12,-0.05288206661,33876.8,25621.2,-0.01978268278,0.120453799,1,0,1,1,0,1,0,1,5
Cummins India Ltd.,10642.9,11603.5,17210.5,15399.9,,4.2,2.1,11123.2,14690.8,11883.78,1.73,1286.5,689.3,21578.2,19394.5,,5.7,60.4,12739.9,18536.2,14536.59,1.73,1670.2,637.7,246.36,6.83,166.64,0.1464128843,-0.3235914921,0.1886844487,0.1705174342,0.0181670145,0.1439393287,-0.04474512001,0,0.004552215935,18536.2,14690.8,0.02469959521,0.1342371338,1,1,1,0,0,0,1,1,5
Dabur India Ltd.,7218.3,7936.6,13922.9,11987.5,43.6,36.7,75.5,7577.45,12332.1,6977.4,0.57,1746.7,142.8,16617,14319.4,44,4.2,38,7988.55,16015.4,9292.67,0.73,2350.6,77.2,51.5,19.25,39.48,0.05194805195,-0.2333980583,0.2844795,0.2671681698,0.01731133025,0.2961721644,0.01169266437,0.16,-0.005206965911,16015.4,12332.1,-0.01444168605,0.3773207395,1,1,1,1,1,1,0,1,7
Dena Bank,240333.4,265568.4,22562.4,21832.5,563.2,,6082.7,251026.75,,2999.24,3.59,3470.8,20000.3,26390,24374.4,0.6,,9859.5,287388.45,,3217.43,3.56,4342.7,23583.3,47,1.1,38.4,0.9090909091,-0.1829787234,0.007587499115,0.0006936197799,0.006893879335,0.01635247266,0.008764973544,-0.03,0.01007594212,23583.3,20000.3,0.01353143056,0.002386730152,1,1,1,1,0,0,1,1,6
Divi'S Laboratories Ltd.,4553,6507.2,3973.7,3396.5,,,607,5530.1,3871.9,2391.42,1.37,484.6,6.1,7438.6,5391.5,,,917.6,7514.25,7330.4,4402.42,2.08,1859.5,6.4,293.5,13.21,327.09,0.0757002271,0.1144463373,0.3145899926,0.1267735559,0.1878164367,0.2857603885,-0.02882960413,0.71,0.01235171507,7330.4,3871.9,0.01706452487,0.275383066,1,1,1,0,1,0,1,1,6
Dr. Reddy'S Laboratories Ltd.,29976.6,39123.3,23423.5,21679.4,330.1,,96.1,34549.95,20495.7,13851.65,0.81,796.8,730.4,43752.8,32216.6,45.6,,2772.6,48655.65,41038.8,21020.2,2.83,8884.2,847.1,655.1,2.46,660.25,0.406504065,0.007861395207,0.2937022184,0.04717012603,0.2465320923,0.2270820713,-0.06662014707,2.02,0.05420265222,41038.8,20495.7,0.1636289179,0.2502345639,1,1,1,0,1,0,1,1,6
Educomp Solutions Ltd.,411.3,1177.2,538,406.3,,,24.1,794.25,523,201.68,3.37,112.4,9.6,1121.8,851.1,,,1168.7,1975.3,1065.7,475.2,3.51,180.3,41.7,446.4,29.75,474.76,0.03361344538,0.06353046595,0.2299524295,0.3202042305,-0.09025180099,0.1531600408,-0.07679238872,0.14,0.5613138725,1065.7,523,-0.06028268568,-0.1189698601,1,0,1,0,1,0,0,0,3
Escorts Ltd.,21565.9,26307,19289.2,19344.7,1.4,264.2,3198.4,21057.85,17545.6,14981.15,0.55,1400.3,1097.5,21556.2,21473.1,1.3,46.8,3292.1,22026.4,20766.1,17855.68,0.65,-417.5,220.7,109.05,1.5,66.25,0.6666666667,-0.3924805135,0.004888432737,0.00961239735,-0.004723964613,-0.01587030068,-0.02075873342,0.1,-0.002424795946,20766.1,17545.6,-0.006006690993,0.1095728294,1,0,0,0,1,1,0,1,4
Essar Oil Ltd.,87720.7,95527.1,6992.2,6951.1,,,55319.1,91623.9,6435.9,6869.24,0.12,2763.7,346.7,4843.7,5518.6,31,,83630.4,125819.9,4734.3,4813.03,1.02,-3904.7,23.7,55.5,2.27,168.45,0.4405286344,2.035135135,-0.007389526114,0.0004685325129,-0.007858058626,-0.04087531182,-0.03348578571,0.9,0.0609206349,4734.3,6435.9,0.05070198394,-0.03261499645,0,0,0,0,1,0,1,0,2
Everest Kanto Cylinder Ltd.,1248.5,2581.8,2570.9,2249.6,1.2,,375.9,1907.55,2357.8,1675.68,1.51,249,8.5,3764.9,3566.5,101.8,0.2,197.9,3251.8,3397.5,2498.97,1.44,-199.6,11,219.6,7.74,242.2,0.1291989664,0.1029143898,0.03749322178,0.2563876652,-0.2188944434,-0.07731040359,-0.1148036254,-0.07,-0.1362004534,3397.5,2357.8,-0.02483559692,-0.191229799,1,0,0,0,0,1,0,0,2
Federal Bank Ltd.,168521,206921.3,16738.6,14486.5,473.2,,8785,187648.8,,1991.43,5.14,684.1,15816.9,21199.4,18272.1,676,,12402.1,229245.35,,2226.83,4.25,10589.4,20095.6,22.92,1.71,18.01,0.5847953216,-0.2142233857,0.01087998191,0.01055595445,0.0003240274554,0.0511759785,0.04029599659,-0.89,0.007283499653,20095.6,15816.9,0.01509338316,0.003369885788,1,1,1,1,0,0,1,1,6
Financial Technologies (India) Ltd.,1535.6,2021.1,982,557.3,,0.3,,1778.35,908.4,185.02,0.36,488.7,54.2,1838.8,832.7,,8.5,4344.2,4567.45,988.4,339.41,2.78,122.7,776.4,3015,50.22,1674.15,0.0199123855,-0.4447263682,0.5020038593,0.2767647825,0.2252390768,0.06070951462,-0.4412943447,2.42,0.951121523,988.4,908.4,-0.1397165686,-0.2944097465,1,1,1,0,1,0,0,0,4
G A I L (India) Ltd.,196472.3,220982.3,153322.1,130470.7,,39.3,19165.6,208727.3,139697.9,103140.3,0.69,33233.3,4121.6,174698.8,151584.7,5.8,,13378.5,204355.6,150975.6,117584.69,0.98,14593.6,4606.4,208,2.16,219.23,0.462962963,0.05399038462,0.1045708186,0.1165085358,-0.01193771724,0.06603967829,-0.03853114028,0.29,-0.02635447756,150975.6,139697.9,-0.04052281215,0.06950438389,1,0,1,0,1,1,0,1,5
G M R Infrastructure Ltd.,6436.4,6537.6,612.8,257.3,,,2073.6,6487,-2,11.09,0.7,0.9,588,341.4,312.6,,,1000,12462.45,-0.2,4.88,3.27,-72.9,336.3,74.76,15.46,39.61,0.06468305304,-0.4701712146,0.004405286344,0.0552327388,-0.05082745245,-0.01115088106,-0.0155561674,2.57,-0.2394136499,-0.2,-2,18.855,0.0002922607167,1,0,0,0,1,1,1,1,5
G T L Ltd.,20918.4,15834.9,7012.9,6749.5,,8.1,2183.4,18376.65,6497.4,4788.73,1.58,1954.1,489.3,7359.9,7589.4,14.1,,7713.9,20320.3,6915.9,5427.45,2.2,1434.5,424.7,226.7,2.05,210.3,0.487804878,-0.0723423026,-0.01538374098,0.01297900413,-0.02836274511,0.09059103626,0.1059747772,0.62,0.2608016376,6915.9,6497.4,-0.04775605246,-0.01322386633,0,0,1,1,1,0,0,0,3
