,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
Dena Bank,75151.6,,,3.2,67120.2,5204.57,71077.4,16116.4,38809.5,873879.3,63741.6,24822,0.73,96524.1,,,7.5,88420.3,5905.07,93403.8,17018.9,84136.5,1134404.4,109846.3,115559,0.64,72.35,85.4,708387.1
Dish T V India Ltd.,20156.9,16688.8,,289,21769.8,14580.23,2756.2,8055.5,3642.6,26358.4,4369.7,4736.9,-72.57,22886.8,19001.4,,80.9,23561.6,16442.4,2052.2,9972.7,1869.4,31557.2,4160.6,6140,-46.02,61.95,59.65,26878.1
Divi'S Laboratories Ltd.,19287,18433.5,,,13936.3,10562.91,639.2,2955.7,52.4,28048.3,12144.7,3444.7,4.68,21927.6,21249.4,0,0,16825.4,11887.4,476.9,2872,25.6,35825.5,14068.2,4828.3,5.13,494.75,729.58,23116.1
Dr. Reddy'S Laboratories Ltd.,68707,66756,,33,60631,37848.3,774,17221,15354,117536,42071,14030,4.45,86520,82445,,9,74867,47366.4,1214,15608,15880,137652,55801,2888,3.85,2263.8,2624.05,102673
Exide Industries Ltd.,57504.9,51488.1,2.8,5.9,53107.5,39351.69,637.4,7867.1,,41059.7,14303,5100.6,4.18,69508.4,61240.5,0.6,4.3,65505,53543.55,704.2,8300.5,,45642,17565.7,3597.2,3.24,122.85,145,36229
Federal Bank Ltd.,60907.3,,3.3,,53139.3,4790.94,59813.6,13031.4,42410.3,606267.7,45216.8,5931,1.28,68735.1,,1.9,,60353.4,5792.17,68047.9,14409.4,51869.9,713020.7,46890.2,33047.6,1.29,41.76,66.85,516990.8
Financial Technologies (India) Ltd.,8705.7,4230.9,0,14.8,3925.4,1246.93,4412.2,1954.8,5627.2,32250.5,4509,3102.3,1.31,6603.7,4477.4,46.1,0,3374.9,1345.33,1909.1,2568.3,5982.8,36000.7,1988.5,3170.6,1.23,789.75,252.65,27724
Future Retail Ltd.,77517.8,69729.5,,297.4,78736,54212.92,3208.2,14894,31522,86891.6,23746.5,-49.3,1.67,123511.9,115696.9,,554.9,123714.5,96107.56,491.2,16139.4,50021,114513.1,35456.8,-716.9,0.55,93.51,133.56,63543.5
G A I L (India) Ltd.,416356.6,397126.3,,50.1,384796.8,328820.93,4272.2,59838.5,51268.5,418360.4,64288.5,44877.4,2.21,490471,466315.6,,107.3,450819.9,392656.45,6539.4,72979.7,88435,512407.3,93428.7,50334.1,1.67,324.9,463.05,327626.7
G M R Infrastructure Ltd.,14318.2,10970.9,,,13115.2,9700.72,3247.2,5757.1,23816.3,107926.9,11956.4,-1203.7,1.67,15419.1,11434.1,,0.1,14884.6,9925.38,3859.8,6586,37010,121588.9,13370.1,-1144.7,1.17,18.05,33.8,99344.3
Godrej Industries Ltd.,16357.6,12869.9,,4.8,14433.5,10956.84,2619.6,7675.5,4142.4,26766,5571,1949.6,6.73,16749.7,13247,0,2.5,15507.4,12019.29,2301.3,4619,4809.5,31941.6,7484.9,63.6,6.1,312.7,365.36,22860.4
Grasim Industries Ltd.,58397.8,49585.9,8.9,,48163.7,32911.59,4531.3,5078.5,6632.5,110481,11754.8,7741.4,2.65,64144.6,52799.2,9.8,0,52201,37100.49,6324.7,7747.3,11866.8,130774.7,13385.6,8415.3,2.55,2803.05,3430.5,100177.8
Gujarat State Petronet Ltd.,11746.4,11227.9,,7.4,6525.8,2151.57,497.8,2129.8,13958.4,44698.4,6832.6,7935.3,1.75,12392.9,11725.6,,0,7011.7,2274.1,645.2,2454,16096.6,52551.3,12088.5,6926.5,1.28,57.65,90.35,41151.4
H C L Technologies Ltd.,92084.4,88730.9,28.4,3.6,72322.2,38773.72,2874.4,22668.8,7076,120610.9,42974.7,20222.4,5,128969.4,124629.7,18.3,2.8,92779.8,45486.53,3418,37353.9,6261,183013.3,71792.7,38817.3,5.28,379.2,750.08,97766.6
H D F C Bank Ltd.,341488.5,,15.1,,289817.6,32262.7,334528.4,339132.7,229771.8,3379715.1,380737.1,95850.8,4.08,420582,,0,10.6,353319.2,37825.99,414039.8,304396.9,322819.2,4003898.5,399782.8,121741.2,4.11,668.75,821.55,2774287.7
Havells India Ltd.,40109.4,37729,1.3,122.2,38193.9,26715.48,7.8,7253.4,1008.9,26614,9579.3,3521.5,4.44,47469.4,44434.3,0,37.4,44148.7,31281.77,29,6589.8,1087.8,28754.6,10536.3,3649.9,4.3,149.18,234.5,21794
Hero Motocorp Ltd.,259777,237405.9,24,135.7,236936,194449.88,3647.7,25699.3,17308.3,99046.7,11003.3,20196.4,9.57,263372.2,238245,11.3,70.7,241816.1,196654.74,3976,21403.8,9227.6,107308.3,15606.8,17446.6,6.15,1698.6,2634.65,107411.8
Hexaware Technologies Ltd.,9599.7,9148.6,0.5,0,6743.7,3725.52,389.7,2309.7,,13188.8,3892.4,1972.1,2.56,10544.2,10180.9,2.1,0.1,7204.5,3678.41,324.7,2167.7,,14749.8,4374.5,2684.9,4.45,87.7,158.25,12403.5
Hindalco Industries Ltd.,290619.2,265819.2,29.7,0,272265.2,218452.09,7038,66099.5,111166.6,557974.7,102920.6,21220.7,0.79,291389.4,260662.6,,215.7,272909,218322.21,8958.3,55796,208058.7,668004.4,115336.1,-3523.4,0.52,101.9,164.2,466727.8
Hindustan Petroleum Corpn. Ltd.,1906931.4,1797971.2,,95.5,1906061.8,1698519.44,8127.5,230869.3,246991.7,719651.7,333150.4,22262.7,0.78,2186954.7,2081735,,123.9,2169813.1,1976211.71,10434.8,228320,289852,769811.4,356062.1,8950,0.7,258,416.2,613947.6
Hindustan Unilever Ltd.,236379,220278.9,1330,444.8,208155,139016.03,2824.9,54994.2,,111980.2,52003.6,26270.9,25.24,285700.1,256587.8,6377,371.9,248096.4,159089.83,6160.5,62600.9,,117762,55992.6,29540.7,37.77,587.4,620.35,104019.1
Hindustan Zinc Ltd.,136238.1,113522.8,6.9,0,80033.3,50166.57,15421.4,9905.9,3.9,295041.9,68051.6,44920.5,2.08,156613.3,126290.8,0,192.6,88743.9,57929.41,20031.9,10849.4,,354873.9,91114,47850.1,1.59,104.95,167.3,250600.3
Housing Development & Infrastructure Ltd.,10667.9,8650.3,112.1,,12775.5,5564.86,1441.2,23733,12752.2,166785.3,110817.1,13419.6,0.36,11536.5,9538.9,,1.1,14692.6,3458.33,1845.4,27411.7,7502.7,166862.9,112046.7,5189.6,0.19,41.6,100.95,161818.6
Housing Development Finance Corpn. Ltd.,176111.6,67.6,,,134843.2,1883.14,175825.9,52745.3,1062160.9,1675693.8,68562.4,,5.23,214393.4,64,,,165684.6,2339.43,213711.8,79703.5,1256786.9,1954624.9,67141.1,-283587.6,5.15,889.65,992.55,1392919.3
I C I C I Bank Ltd.,414524.4,,0,16.9,349871.8,32705.93,412244.1,293967,1382833.5,4894963.2,640035.3,-26766.7,1.7,485499.6,,352.5,,402244.9,35348.47,480896.3,279107,1434700.8,5372629.4,632132.3,133737.3,1.81,213.58,283.63,4066780.9
I D B I Bank Ltd.,255832.4,,,15.4,235516.3,10388.42,253396.6,48332,533070.9,2903163.6,208321.3,78320.1,0.76,282842.2,,,4.1,264021.4,13509.49,279306.4,55131.1,649947.7,3228174.6,215682.2,30642,0.55,73.8,109.45,2533768
I D F C Ltd.,62189.5,101,43.8,,46160.3,1441.39,61875.2,14718.8,317504.1,630634.7,36098.5,-92233.1,1.68,77906.4,76.1,0,3.6,60256.2,1302.89,77616.2,21311.2,388683.3,741401.4,39800.6,-55316.9,1.62,129.55,135.1,507219.3
I F C I Ltd.,33266.9,255.9,11,0,26630.7,713.25,27157.7,10857.5,206052.1,300986.1,6229.1,-7199.3,0.72,33799.2,253.3,0,0.4,29290.5,674.9,27185.2,10408.8,167422.9,259198.5,8082.6,36826.1,0.79,27.15,42.1,275839.8
I R B Infrastructure Developers Ltd.,14529.3,12496.8,,,12870,10882.32,2031.2,11556.2,2500,44863.1,10870.7,8526.6,4.09,22458.9,20322.9,,,20585.5,17929.56,2134.3,14316.8,8500,47245,10228.9,4944.5,2.4,98.95,229.5,32840.5
I T C Ltd.,360839.2,247522.7,,116.2,300702.6,125352.98,8216.1,48234,873.5,294368.3,96046.9,54575.6,9.47,431478.4,287945.7,,237.3,366646.7,147185.92,9620.2,51894.4,776.7,345487.2,120486.6,61397.5,11,325.95,325.05,258714
Idea Cellular Ltd.,193604.9,192664.7,30.7,0,187839.5,141014.84,350.8,52224.1,112643,323952.9,15843.3,30550.1,2.53,221569.4,220336.6,0,65.6,213386.8,162129.14,700.6,60921.4,129479.4,358695.2,17677.7,57083.1,2.69,144.15,132.45,295989.9
India Cements Ltd.,47418.3,41952.2,6.4,26.4,44457,20136.57,71.3,10246.8,17192.1,82730.2,7432.4,8212.6,0.96,52315.5,45866,13.8,17.9,50867.6,22226.79,140.9,12210.2,22061.2,88323,9713.6,6662.4,0.7,60.05,119.35,79620.6
Indiabulls Real Estate Ltd.,2227.2,1411.9,,16.3,2082.7,221.56,783.4,242,8284.2,69330.5,1192.6,1147.9,0.52,5887.6,3543.8,0.3,0,3202,705.12,2337.7,427.5,3771.9,69429.6,2691,1862.5,0.41,68.8,99.9,76865.5
Indian Hotels Co. Ltd.,19201,17817.5,,95.9,17747.5,10409.77,841.8,4957.9,24918.1,75460.1,2564,4486.2,1.49,19798.7,18468.2,,235.1,22564.8,10975.32,637.3,4812.5,23137.3,74140,2699.7,3320.2,1.31,49.2,104.1,69215.9
Indian Oil Corpn. Ltd.,4312202.9,4021785,,77078.2,4301189.9,3678069.87,26490.6,562471.9,437975.2,2175219.6,969601.6,-27597.7,1.1,4795095.9,4511418.4,,0,4797259.1,4196326.35,27437.4,584480.7,557860.5,2354990.8,1028782.5,116106,1.12,236.6,344.6,1868069.5
Indian Overseas Bank,196051.3,,25,,185550,15678.28,191849.6,47702.6,236138.5,2196371.5,192286.1,66219.1,0.7,227179.8,,16.2,,221507.5,17009.68,221717,57404.6,233228.6,2446560.5,188547,56631.9,0.49,51.3,81.6,1787842.8
Indraprastha Gas Ltd.,28209,25365.3,,1.7,25154.1,18935.25,61.2,4051.2,5390.2,28475.9,2389.9,6121.1,4.32,37392.9,33642,,8.6,33859,26415.65,94.3,4937.7,4584.9,30223.1,3050.2,6432.7,2.6,280.5,358.65,23942.3
Indusind Bank Ltd.,63720.1,,5.9,,55694,4620.98,59424,16720.3,64249.4,576724.8,70918.9,1875.4,3.33,83461.9,,54.5,,72850.1,6122.94,83256.8,19257.3,64236.2,734245.1,83125.2,46122.3,2.85,471.95,571.7,456905.9
Infosys Ltd.,336610,312030,,,251910,130687,23910,16120,,361650,275050,55340,5.53,390650,366960,,,299490,167424,22880,22110,,433750,307340,65040,4.6,612.75,813.89,291130
J S W Energy Ltd.,51304.4,50093.9,,1.6,48958,39787.59,1112.6,26778.4,52462.8,149591.7,21597.3,16610.4,1.63,67045.6,63895.6,,47.3,57115.3,45092.32,2604.5,23838.6,50498.2,160490.7,21454.8,9298.8,1.32,46.15,84.35,134938.7
J S W Steel Ltd.,348999.7,320624.6,0.8,0,336048.1,259600.96,1784.8,127933.3,157509.5,505919.8,97831.6,21393.2,0.89,391284.7,353986.4,0,23,375621.3,284710.34,2608.8,129354.1,175943.2,547063,85814.8,39246.6,0.77,659.25,1236.8,416243.3
Jain Irrigation Systems Ltd.,39473.1,37822.8,3.9,,36174.1,25977.47,150.7,13481.5,14642.2,63420.6,34222.2,2393.2,2.03,36730.3,35137.2,3.2,,37747,25342.31,215.9,13280.6,12371.2,68495.9,32860.4,3727.9,1.15,52.8,119.65,53919
Jaiprakash Associates Ltd.,136787.9,126263.7,0,11.3,122894.7,76440.36,2658.6,58785.7,192264.9,408723.8,138011.7,18326.8,1.44,141880.8,131711.2,205.9,0,137023,76715.67,1560.4,65862.6,216862.6,461261.3,140173.8,15211.2,1.11,55.75,77.2,376835.2
Jaiprakash Power Ventures Ltd.,17032.5,15897.7,0.1,,13655,2819.3,668.6,12556.2,137944.9,224176.8,12584.5,12160.5,1.96,23135.5,22308.6,0.1,,19844,7136.27,368.6,17355.4,175069.5,270584.3,12042.5,17020.6,1.19,19.45,23.95,183808.9
Jindal Steel & Power Ltd.,151724.3,132698.4,110.6,53.3,134884.8,82619.53,3758.1,34592.2,125423.4,336754,42985.5,29040.6,4.7,173300.8,149078.2,46.9,6.6,159109.3,97026.81,4174.9,28038.3,145747.6,400671.9,56694.5,9218.9,2.63,223.65,322.55,264910.5
Jubilant Foodworks Ltd.,10365,10113.6,,65.2,9326.4,5981.59,57.4,1436.9,0,4758.1,370.5,1713.4,25.55,14329.2,13986.4,,16.2,12974.2,8354.79,76.3,1796.8,0,6630.7,690.1,2097.6,18.66,1073.4,1307.9,3087.5
Karnataka Bank Ltd.,34472.7,,29.5,0,32012,2736.84,33636.2,8119.3,11469.7,363215.7,23368.5,12717.5,0.69,41950.6,,0,16.9,38469.8,2924.96,40692.3,9436.2,15792.7,415263.7,24480.5,6704.4,0.86,117.6,140.1,316930.1
Kotak Mahindra Bank Ltd.,72330.3,,5.6,,61479.8,8269.76,71677.1,24970.5,146051.5,656667.9,43928.5,-1059.6,5.06,92809,,11.3,,79201.8,9860.05,92001.9,27002.8,178437.8,836936.8,56873.3,46524.3,5.15,361.98,441.77,508506.6
L I C Housing Finance Ltd.,62545.1,3.1,,0.4,53403.1,683.16,62401.2,17802.4,481077.8,657696,8532.7,-116350.2,2.34,77334.5,1.6,,0.4,67102.4,838.34,76899.6,24523.3,586280.8,805630.4,11634.1,-146758.9,1.75,254.95,327.35,536326.9
Larsen & Toubro Ltd.,553923.1,527488.1,132.4,0,514914.5,421803.09,15484.6,299514.3,72920.5,705601.1,396626.5,9682.2,3.18,642537.3,512319,97958.2,90247.1,604495.7,426784.26,19707.7,318351.3,80996.8,751975.6,384661.2,20147.5,2.89,967.77,1701.7,594625.4
Lupin Ltd.,54556.4,53382.5,43.4,174.4,47838,36420.16,34.9,8799.4,2412.9,62132.4,29152.3,4561,6.33,72077.2,70255.1,43,139.8,61297.3,45453.26,233.1,9863.6,1425.9,71054.5,36414.2,9850.4,5.8,777.15,1048.05,55299.9
M R F Ltd.,130938.6,118390.6,174.4,0,125588.3,97954.58,16.3,22252.8,10954.5,72320.7,31668.3,10227.7,1.52,134821.5,121256.2,,0.9,127057.1,95187,136,24465.9,8768.3,82851.4,36903.4,14763.5,1.56,12918.45,23611.6,63512.9
Mahindra & Mahindra Ltd.,349463.5,318101.5,1332.2,,326647.9,261262.84,3415.3,58312.8,35805.9,240519.2,60584.9,26383.9,3.55,440676,404062.1,102,,408020.9,334772.23,5265.9,67857.6,33552.6,277643.9,70194.5,40445.8,3.61,986.75,1147.2,198109.7
Maruti Suzuki India Ltd.,405746,353427,,157,390980,322120.5,6882,47405,1586,287871,55764,25248,2.57,501246,434012,,331,477082,385383.65,7511,54239,5429,339433,55239,42660,2.08,1605.45,2439.35,246588
Mcleod Russel India Ltd.,12886.7,12244.4,38.3,,10585.9,6299.02,282.2,1350.2,707.5,22370.7,2843.4,2266.1,2.7,14288.2,13600.5,66.8,0,12107.4,7536.48,295.9,1326.3,490.3,26753.4,3564.7,1453.1,3.1,296.05,317.5,20928.9
N H P C Ltd.,69108.4,47418.9,772.4,7.8,41358.2,16568.57,10968.9,37836.7,174041.4,529769.9,111902,19406.6,0.92,67098.1,52738.8,2405.2,9.1,43567.1,23447.22,10058.4,34419.2,185703,545739,108314.1,18975.9,0.88,18.75,26.4,503827.1
N M D C Ltd.,132926.8,111795.9,115.5,561.5,60491.2,18954.97,19658,9703.8,,351812.9,221607.4,43301,2.62,129637.9,103643.1,53.9,17.6,68061.6,17796.27,22009.5,12935,,407062.7,235459.9,27337,1.98,105.6,182.5,283510.6
N T P C Ltd.,658959.9,606374.4,132.8,584,566722.6,482489.7,31899.4,127829.5,495863.7,1503259.6,365017.3,94524.6,1.83,715626.2,631905.7,16887.3,599.1,589432.3,487615.49,35304.3,139056.6,574533,1762918.2,389928.8,141742.3,1.46,148.15,156.2,1392843.2
Oil & Natural Gas Corpn. Ltd.,880147.3,694951.9,,932.8,629831.5,415965.48,36109.4,195173.6,0,2113778.5,339440,338962,2.03,929645,717585.5,,3014.5,720618.3,473980.74,36323.7,176878.3,0,2228653.4,394847.8,306951.8,2.14,328,424.85,1848476
Opto Circuits (India) Ltd.,6710.9,6689.6,,0.1,4497.7,3805.95,13.5,233.9,314.4,20056.1,5683.8,-295.2,4.02,6992.8,6989.8,,0.5,4622.3,4150.01,0.3,1563.8,580.8,24751.2,9469.4,-929.5,1,22.15,39.5,20440.2
