,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
Ambuja Cements Ltd.,89013.7,103942.2,87318,75217.6,399.1,32.7,565,96477.95,73838,34430.31,1.25,18501.1,1812.4,100661.3,87794.4,332,362.2,493.6,110129.8,85280,41263.26,1.36,14830.5,2108.4,174.7,3.05,189.05,0.3278688525,0.08214081282,0.1240795365,0.1318224049,-0.007742868354,0.1426802588,0.01860072232,0.11,-0.001374276434,85280,73838,-0.01756097025,0.009023484732,1,0,1,1,1,1,0,1,6
Andhra Bank,904308.1,1091092.4,91885,79214.3,8.6,532,76397.4,997700.25,,7999.65,5.47,2441.3,87660.8,122013,108566.3,10.4,,82405.6,1168437.35,,8638.84,4.79,37255.6,117908.6,118.95,0.84,84.45,1.19047619,-0.290037831,0.01231453908,0.01459027073,-0.002275731647,0.03414522913,0.02183069005,-0.68,-0.006047168306,117908.6,87660.8,0.01798960782,0.01304849562,1,0,1,1,0,1,1,1,6
Apollo Tyres Ltd.,44616.8,58032.5,60755.4,62860.1,161.1,,10719.1,51293.45,54693.6,45221.58,0.61,1533.1,263.9,89517.2,87570.5,,12.8,13969.7,60882.4,81625.6,70514.4,0.64,5391.2,74.9,79.15,1.89,60.4,0.5291005291,-0.2368919773,0.0337655624,-0.05078356135,0.08454912375,0.09289966829,0.05913410589,0.03,0.02047783245,81625.6,54693.6,-0.03705937295,0.2744211111,1,1,1,1,1,0,0,1,6
Arvind Ltd.,37912.1,43274.3,27373.9,26905.3,301.2,,10076.1,38709.15,26610.4,21063.66,0.95,2369.6,375.9,39420.4,35043.8,919.3,0,8762.4,42544.2,35002.3,26888.03,0.74,3843.8,3033,74.4,1.11,79.45,0.9009009009,0.06787634409,0.07989268457,0.004415476853,0.07547720772,0.08882408265,0.008931398082,-0.21,-0.05434287729,35002.3,26610.4,0.02337848795,0.1352831926,1,1,1,1,0,1,1,1,7
Ashok Leyland Ltd.,93230.5,106173.8,124372.4,119814.8,18.9,33.3,25382.7,86504.9,114013,95024.83,1.03,8804.7,293.3,143971.4,140061.9,34.8,20,29961.4,99698.95,133651.2,110204.72,0.92,11041.5,1829.5,25.15,2.2,20.65,0.4545454545,-0.1789264414,0.03668230769,0.04903974558,-0.01235743789,0.1039945825,0.06731227478,-0.11,0.007093714847,133651.2,114013,0.0088864711,0.02255301572,1,0,1,1,0,0,1,1,5
Asian Paints Ltd.,46233.9,38891.7,73219.6,67043.5,19,1,617.6,42562.8,66051.6,41162.01,0.9,7432.5,433.5,92643.4,84497.3,4,7.5,1682.2,43576.55,83073,52586.69,1,8804.8,933.1,387.8,13.62,471.25,0.07342143906,0.2151882414,0.2095459957,0.1331944742,0.07635152149,0.2263927779,0.01684678222,0.1,0.02409300781,83073,66051.6,-0.009838222658,0.3545071766,1,1,1,1,1,0,0,1,6
Aurobindo Pharma Ltd.,46340.4,58826.8,42870,38295.8,2.4,0,10968,52583.6,41265,30092.56,1.68,2445.7,490.2,43977.9,43505.3,5.8,3198.6,11861,60363.2,42769.2,34565.02,1.45,1841.9,71,54.17,1.36,93.45,0.7352941176,0.7251246077,0.06230833566,0.0986568955,-0.03634855984,0.03131055913,-0.03099777652,-0.23,-0.01208825316,42769.2,41265,-0.07892408575,-0.07621935292,1,0,1,0,0,1,0,0,3
Axis Bank Ltd.,1806805.3,2427460.3,197942.6,164057.7,,69.8,252678.8,2117132.8,,17302.86,2.94,149622.5,194608.6,274363,231940.9,203,0,340431.7,2641984.45,,20923.45,2.44,67329.7,270842.8,204.25,1.78,269.76,0.5617977528,0.3207343941,0.01739229268,0.01879267235,-0.001400379671,0.0277366843,0.01034439163,-0.5,0.009505015595,270842.8,194608.6,0.01165796078,0.0105940827,1,0,1,1,0,0,1,1,5
B E M L Ltd.,44595.9,43103.9,30443.9,30426.2,0,0.2,1443.1,43849.9,26197.3,21471.29,1.66,-1583.4,399.2,30042.4,33758,0.1,0.1,2643.9,46847.7,26778.1,21272.07,1.48,2418.2,245.1,378.05,0.77,163.2,1.298701299,-0.56831107,-0.08620101661,0.0004013821898,-0.0866023988,0.05610165205,0.1423026687,-0.18,0.02352607313,26778.1,26197.3,0.02521625139,-0.02583220441,0,0,1,1,0,0,1,0,3
B F Utilities Ltd.,2289.3,2200.5,233.5,256.2,,0,1147,2244.9,204.5,107.12,1.02,-38.7,0.5,371.3,240.7,,0.1,1040.6,2217.35,234.9,103.83,1.22,283.3,124.1,423,29.25,209,0.03418803419,-0.5059101655,0.05939559191,-0.009915694754,0.06931128666,0.1287434674,0.06934787548,0.2,-0.04163696123,234.9,204.5,0.08179630098,0.01484189573,1,1,1,1,1,1,1,1,8
B G R Energy Systems Ltd.,38177.3,52482.7,47802.7,44593.2,,0.3,538.8,45330,47488.6,39754.47,0.95,-1942.4,185.5,34684.7,32447.8,,3.4,655.5,55559.75,34457.8,27648.32,1.09,-1571.5,49,303.5,1.94,133.5,0.5154639175,-0.5601317957,0.04268644715,0.08407613949,-0.04138969233,-0.02994320033,-0.07262964748,0.14,-0.00008805885784,34457.8,47488.6,0.03475507931,-0.4274261025,1,0,0,0,1,1,1,0,4
Bajaj Auto Ltd.,87389,94194.8,187525.9,154956.5,8388.1,201.2,1677.3,90791.9,163697,127995.18,0.67,14857.8,5064.4,211213.9,182114.9,105.5,74.9,1250.3,103323.1,195041.2,152760.52,0.82,30054,5556.4,1575,6.67,1922.9,0.1499250375,0.2208888889,0.3085987762,0.2790110884,0.0295876878,0.3190621988,0.01046342261,0.15,-0.006373239185,195041.2,163697,-0.001318773187,0.08469118932,1,1,1,1,1,1,0,1,7
Bajaj Hindusthan Sugar Ltd.,111049.7,102317.8,52034.9,43030.2,,27.1,37724,106683.75,49253.5,41985.82,0.62,15792.3,1257.8,46444.4,49369.8,,18,24217,104733.2,42648.2,39377.16,0.36,-4675.5,2043.2,29.9,0.64,15.2,1.5625,-0.491638796,-0.02841538813,0.08133115173,-0.1097465399,-0.04569586133,-0.01728047319,-0.26,-0.1223802393,42648.2,49253.5,-0.0708584244,-0.0544695924,0,0,0,0,0,1,0,0,1
Bajaj Holdings & Invst. Ltd.,65223.1,50913.7,10788.3,787.4,,,,58068.4,1.3,18.59,0.48,6917.8,10743.2,6569.5,894.9,,0.2,,51964.05,0.8,10.61,1.19,5923.1,6524.6,776.05,1.79,805.45,0.5586592179,0.03788415695,0.1114591947,0.1533337115,-0.04187451685,0.1163360746,0.004876879897,0.71,0,0.8,1.3,1.0375,-0.000006992132584,1,0,1,1,1,1,1,0,6
Balrampur Chini Mills Ltd.,39896.1,39896.1,30925.8,41255.9,32,182.3,7166.8,39894.3,29277.5,23935.44,1.04,-6318.8,164.4,24171.5,29139.8,19.1,25.3,7632.6,41411.95,22928.2,20474.72,1.16,1920.6,174.3,52,1.06,40,0.9433962264,-0.2307692308,-0.1243755655,-0.2551577723,0.1307822068,0.04814004376,0.1725156093,0.12,0.004664407354,22928.2,29277.5,-0.07545589182,-0.1802153262,0,1,1,1,1,0,0,0,4
Bank Of Baroda,2783166.9,3583971.8,249754.1,207337.3,13.7,15.5,221933.7,3177356.9,,21933.46,6.04,149301.8,239231.2,335891.8,285822.2,25.7,17.6,234050.5,4016512.4,,23079.98,7.01,255458,322593.2,147.4,1.09,118.18,0.9174311927,-0.1982360923,0.01396816236,0.01524112693,-0.001272964572,0.07127790459,0.05730974223,0.97,-0.01157645519,322593.2,239231.2,0.02013795476,0.005024226946,1,0,1,1,1,1,1,1,7
Bank Of India,2749664.7,3511725.6,243934.9,219047.8,,,218429.6,3116954.7,,26977.12,3.75,260194.2,237835.7,330920.8,304145.6,7.5,,317938.8,3665763.4,,24704.24,3.39,-105417.3,320800.2,348.95,0.97,242.05,1.030927835,-0.3063476143,0.007622378013,0.009050958104,-0.001428580091,-0.03001866091,-0.03764103892,-0.36,0.0166540606,320800.2,237835.7,0.03641936542,0.01120865395,1,0,0,0,0,0,1,1,3
Bata India Ltd.,6158.9,8111,12938.8,12212.9,3.3,6.4,,6780.65,12488.4,8553.9,1.18,1628.4,84.7,16959.9,15598.2,25,0,,8355.05,15281.8,10208.77,1.66,697.9,1188.1,438.9,8.91,419.6,0.1122334456,-0.04397357029,0.1648008877,0.1183652925,0.04643559518,0.08604364443,-0.07875724325,0.48,0,15281.8,12488.4,0.01691310667,-0.01272083474,1,1,1,0,1,1,1,0,6
Bharat Electronics Ltd.,109182.2,156926.5,59434.5,50913.4,13.6,,4.1,133054.35,55163.4,41554.14,1.22,30175.3,2726.7,64312,56941.1,21.2,,0.9,165255.75,57416.9,48450.64,1.16,1208.6,5751.1,446.63,1.92,420.6,0.5208333333,-0.05828090366,0.04683530188,0.07792021044,-0.03108490856,0.007701694742,-0.03913360713,-0.06,-0.00002536837144,57416.9,55163.4,-0.09054750084,-0.06715030802,1,0,1,0,0,1,0,0,3
Bharat Forge Ltd.,45154.4,44869.6,31502.1,28752,,0.4,14545.3,45012,29424.5,21164.98,1.41,3410.1,306.5,39270.7,35812.2,6.3,,19562.5,49353.5,36826.2,26225.86,1.65,6715,630.2,302.85,3.1,224.2,0.3225806452,-0.2596995212,0.07693850625,0.06091322219,0.01602528406,0.1496558917,0.07271738549,0.24,0.07323241294,36826.2,29424.5,0.00714564631,0.09246854716,1,1,1,1,1,0,1,1,7
Bharat Heavy Electricals Ltd.,544094.8,677157.4,459906.5,401068,42.7,,1595.9,610626.1,419720.8,287455.49,1.07,26586.1,7564.8,529802.6,467635,40.1,,1881.9,727561.25,476647.6,342625.64,1.2,-8135.7,9349.2,234.45,2.19,179.25,0.4566210046,-0.2354446577,0.09174750213,0.1080616834,-0.01631418124,-0.0120144888,-0.1037619909,0.13,-0.00002696062802,476647.6,419720.8,-0.03395069102,-0.0322308346,1,0,0,0,1,1,0,0,3
Bharat Petroleum Corpn. Ltd.,545666.5,571988.2,1650841,1655936.2,,76.9,148603.2,558827.35,1508953.3,1432628.17,1.1,30091,11154.5,2242607.7,2235512.7,771.9,,215835.8,619266.3,2113080.1,2017620.3,1.46,8547.6,8552.5,370.68,4.44,374.35,0.2252252252,0.009900722996,0.01105459868,-0.009196643004,0.02025124168,0.01494366492,0.003889066243,0.36,0.0826150118,2113080.1,1508953.3,-0.005405840129,0.7120179405,1,1,1,1,1,0,0,1,6
Bharti Airtel Ltd.,613388,796311,385095,307926,5,246,99131,704828.5,380096,229357.4,0.15,132302,2102,422475,365175,,473,109317,848867.5,415443,266831.3,0.18,113762,5530,305.05,2.31,296.15,0.4329004329,-0.02917554499,0.07255079988,0.1262007082,-0.05364990832,0.142861269,0.07031046915,0.03,-0.01186574584,415443,380096,-0.03886170953,-0.04986591212,1,0,1,1,1,1,0,0,5
Bhushan Steel Ltd.,173401.6,252715.4,76458.1,71124.6,18.9,,127819.5,213058.5,69299.3,47753.53,0.74,10077,671.5,108199.7,98743.1,99.6,,185972.2,293696.4,99528.5,69342.97,0.95,28495.8,173.6,459.45,1.31,464.4,0.7633587786,0.01077375122,0.03702584013,0.03064908282,0.006376757312,0.1127584627,0.07573262255,0.21,0.03328561144,99528.5,69299.3,-0.007623622357,0.01362276627,1,1,1,1,1,0,0,1,6
Biocon Ltd.,22771.6,26141,17437,13122,,3,1614,24447.05,15578,9918.1,2.01,3479,469,17494,15353,0,,1554,27215.5,15495,11397,1.58,1508,546,238,2.2,284.5,0.4545454545,0.1953781513,0.08190199304,0.1896221609,-0.1077201679,0.0576871581,-0.02421483493,-0.43,-0.008920421126,15495,15578,-0.09885407562,-0.06786922206,1,0,1,0,0,1,0,0,3
Bombay Dyeing & Mfg. Co. Ltd.,24458.9,28113.3,20143.9,28433.2,,7,10081.7,22391.95,18619.4,23113.3,2.35,5519.7,299.9,24033.5,30273.8,0,7.8,10134.2,21896.95,22351.8,24646.55,3.87,1017.9,360,107.07,5.76,62.95,0.1736111111,-0.4120668721,-0.221692224,-0.3386211154,0.1169288915,0.03620706214,0.2578992861,1.52,0.01257561715,22351.8,18619.4,0.1386906805,0.1892502568,0,1,1,1,1,0,1,1,6
Bosch Ltd.,50177.3,73380.7,75366.9,68721.9,6.8,,2733.5,61779,66848.2,49471.91,1,8702.8,1994.8,91004,81871,9,,2890,72478.35,80605,59143.4,1.5,3809,3194,9112.15,5.34,8915.15,0.1872659176,-0.02161948607,0.1243378709,0.1322948823,-0.00795701149,0.05190738164,-0.07243048922,0.5,-0.00437245062,80605,66848.2,0.006319892911,0.03007143473,1,0,1,0,1,1,1,1,6
C E S C Ltd.,113702.6,120015.5,43191,38307,,7.8,25268.5,103665.7,42251.2,29595.2,0.57,9925.1,830.3,48968.1,43425,16.8,,26442.2,111561.7,47307.1,33517.92,0.7,10148.4,880.5,289.85,0.75,340.6,1.333333333,0.1750905641,0.04604655232,0.04302276289,0.003023789428,0.08455907779,0.03851252547,0.13,-0.006731242936,47307.1,42251.2,-0.008059537084,0.01647262709,1,1,1,1,1,1,0,1,7
Cairn India Ltd.,335160.6,333192.7,951,3077.7,,,13500,334176.65,18.8,221.4,4.34,-531,927.1,2489.3,2049.7,0,0,0,332924.65,-2,413.95,0.35,-1210.7,2456.2,310.8,1.88,293.6,0.5319148936,-0.05534105534,0.001319356637,-0.006345316245,0.007664672882,-0.00363363303,-0.004952989666,-3.99,-0.0403977956,-2,18.8,218.7515957,-0.00006226503624,1,1,0,0,0,1,1,0,4
Canara Bank,2650516.8,3362348.7,283454.7,243195.8,4.5,,142616.4,2985277.55,,23777.47,4.75,181173.5,269441.2,339456.3,306629.2,21.3,11.3,153982,3532692.45,,24210.19,4.02,162052.2,326619.7,412,0.86,384.55,1.162790698,-0.06662621359,0.009760171513,0.0151873778,-0.005427206284,0.04819613147,0.03843595996,-0.73,-0.004185529059,326619.7,269441.2,0.01412385935,0.002199641233,1,0,1,1,0,1,1,1,6
Central Bank Of India,1831007.6,2101306.3,164857.2,152333.1,,1.1,128815.1,1946704.7,,20707.59,3.02,-69789.3,162106.4,205452.3,200121.9,,4.2,129170.3,2181822.8,,18051.78,2.22,32490.3,203222.5,82.25,0.66,63.15,1.515151515,-0.232218845,0.002538706518,0.00684060514,-0.004301898622,0.01546195336,0.01292324684,-0.8,-0.006967918733,203222.5,162106.4,0.03891306652,0.009871240008,1,0,1,1,0,1,1,1,6
Century Textiles & Inds. Ltd.,58680.9,64848.4,52881.9,50887.6,214.3,23.9,16786.7,61595.8,47600.3,30341.61,0.79,4763.5,87.1,54628,54856.7,28.5,17.3,25270.3,72664.55,49077.6,32499.15,0.63,3403.7,115.1,301.25,1.54,269.3,0.6493506494,-0.1060580913,-0.003699397364,0.03074083731,-0.03444023467,0.05248703129,0.05618642866,-0.16,0.07523660669,49077.6,47600.3,-0.02477448767,-0.09738534288,0,0,1,1,0,0,0,0,2
Chambal Fertilisers & Chemicals Ltd.,46744.8,48266.4,47506.4,45390.8,75.4,28.2,22784.4,47505.6,46549.6,35234.24,2.01,5663.3,694.3,66758.7,65581,28,91.7,34114.2,55811.05,64636.6,50578.45,4.02,-5961.6,1180.9,73.45,1.66,38.6,0.6024096386,-0.4744724302,0.02571975536,0.04424877206,-0.0185290167,-0.1235144946,-0.1492342499,2.01,0.1316295126,64636.6,46549.6,-0.02558659181,0.178256607,1,0,0,0,1,0,0,1,3
Cipla Ltd.,85278.3,89881.9,64903.7,56686.9,107,47.2,38.3,87490.4,63233.7,43066.56,1.81,9500,374.6,72230.3,60878.3,11.6,368.5,29.2,93037.2,69663.9,45047.73,2.19,16190.4,1125,316.25,3.19,397.75,0.3134796238,0.2577075099,0.1302698319,0.09565153152,0.03461830034,0.1801297035,0.04985987168,0.38,-0.0001239093611,69663.9,63233.7,0.03442593195,0.02602453052,1,1,1,1,1,1,1,1,8
Coal India Ltd.,241683.6,276867.5,57234.2,10358.6,,,13704.3,259275.55,6169.9,3084.16,1.4,1209.3,48862.5,96243.2,15421.6,0.2,5.4,13627.2,292048.6,6335,3250.68,1.63,92883.5,88416.9,348,9.17,305,0.1090512541,-0.1235632184,0.2919331449,0.1939544098,0.0979787351,0.3354799679,0.04354682294,0.23,-0.006195394589,6335,6169.9,-0.01325826986,-0.002105095266,1,1,1,1,1,1,0,0,6
Colgate-Palmolive (India) Ltd.,9014.6,14922.6,24316.8,20591.6,,0.6,0.5,11968.6,22734.1,11936.88,0.58,3126.8,304.9,28562.2,24583.2,2.9,0,0.5,15863.35,26733.5,14217.92,0.51,3318.8,419.8,600.88,29.01,674.67,0.03447087211,0.1228032219,0.2664482061,0.4133073015,-0.1468590954,0.2224009221,-0.04404728399,-0.07,-0.00001025678687,26733.5,22734.1,-0.006774087833,-0.2142419109,1,0,1,0,0,1,0,0,3
Core Education & Technologies Ltd.,11013.4,18934.9,5298.5,4169.3,,,4907.4,14974.15,5064.1,2635.87,1.01,1355.6,141.9,9576.5,7346.1,,,10315.2,22978.9,8699.4,3697.5,1.27,2833.4,667,295.6,2.57,29.15,0.3891050584,-0.9013870095,0.1177930699,0.1025296457,0.01526342424,0.1496390263,0.03184595641,0.26,0.1211739933,8699.4,5064.1,0.09547186257,0.04039261066,1,1,1,1,1,0,1,1,7
Crompton Greaves Ltd.,37830.6,44183.7,65073.3,58698.4,,,134,40863.7,60678.4,46393,1.13,2393.8,922.8,70088.6,65113.9,,,72.5,45292.25,65434,53516.1,1.46,3737,649.9,122,2.88,89.9,0.3472222222,-0.2631147541,0.112591295,0.1685117339,-0.05592043891,0.0845787021,-0.02801259288,0.33,-0.001678478649,65434,60678.4,-0.05329189472,-0.04019102996,1,0,1,0,1,1,0,0,4
Cummins India Ltd.,23915.8,29070.8,43803.4,38356.3,,2.3,,26493.3,40345.2,30115.47,1.29,4292.5,591.7,45869.6,40545.9,0.5,0,,30285.35,41091.6,31228.14,1.41,4383.2,1436.9,451.7,5.56,448.55,0.1798561151,-0.006973655081,0.1831115759,0.2278577342,-0.04474615834,0.1507767244,-0.03233485147,0.12,0,41091.6,40345.2,-0.01351915,-0.1660309653,1,0,1,0,1,1,0,0,4
D C B Bank Ltd.,61512.3,74250.2,6483.6,6269.3,10.5,0.8,4857.1,67307.25,,1014.04,0.92,868.1,6367,8205.3,7654.5,,36.1,4234.5,80005.85,,1143.41,0.59,-1765.8,8142.5,43.15,1.26,48.15,0.7936507937,0.1158748552,0.007904355813,0.003326164035,0.004578191778,-0.02378175412,-0.03168610994,-0.33,-0.0192357231,8142.5,6367,0.01884002903,0.007177757588,1,1,0,0,0,1,1,1,5
D L F Ltd.,289508.8,347905.6,41843.3,29147.5,0,3.2,125114.5,318707.2,29056.7,7474.73,1.61,14860.3,12211.9,45918,35500.1,0.3,18.1,126930.7,354408.45,34799.3,11842.27,1.65,4192,10581.3,199.95,2.34,189.1,0.4273504274,-0.05426356589,0.02999578046,0.04386395163,-0.01386817117,0.01204924554,-0.01794653492,0.04,-0.03442072707,34799.3,29056.7,-0.08305561072,0.007019298219,1,0,1,0,1,1,0,1,5
Dabur India Ltd.,17792.2,24410.7,33404,29469,17.2,2.2,109.4,21101.45,32687.3,19377.57,0.69,3190.2,264.9,38741.5,34702.4,6.5,452.6,50.3,26594.65,37503.3,23387.54,0.73,4862.2,758.6,114.5,13.94,155.3,0.07173601148,0.3563318777,0.183739098,0.2203212644,-0.03658216636,0.1991831451,0.01544404708,0.04,-0.003293119996,37503.3,32687.3,-0.03079637928,-0.1388725627,1,0,1,1,1,1,0,0,5
Delta Corp Ltd.,4908.7,7144,2748.6,1462.3,,1.4,656.9,6026.35,2499.6,868.8,0.93,1010.8,213.2,695.7,230.9,,,47.2,7403.8,537.9,59.8,1.69,158.6,156.6,67.4,2.23,55.1,0.4484304933,-0.1824925816,0.06506159015,0.2623301485,-0.1972685584,0.02220044793,-0.04286114222,0.76,-0.1026295167,537.9,2499.6,0.2364025316,-0.3421265499,1,0,1,0,1,1,1,0,5
Dena Bank,575890.6,708387.1,55877,49760.7,,3.8,16916.6,640111.95,,4916.09,5.45,30301.2,52824.8,75151.6,67120.2,,3.2,38809.5,789220.4,,5204.57,4.12,24822,71077.4,99.2,0.77,72.35,1.298701299,-0.2706653226,0.01134210377,0.01062719204,0.0007149117339,0.03504016377,0.02369806,-1.33,0.02274691174,71077.4,52824.8,0.01984007488,0.007535952376,1,1,1,1,0,0,1,1,6
Dish T V India Ltd.,28773.3,26878.1,15245.9,17159.4,,171,5317.3,27825.7,11856.6,11097.15,0.23,4004.4,2828,20156.9,21769.8,,289,3642.6,26618.25,16688.8,14580.23,0.31,4736.9,2756.2,63.95,,61.95,#DIV/0!,-0.03127443315,-0.04925571376,-0.06055961603,0.01130390227,0.1762364155,0.2254921293,0.08,-0.05424716519,16688.8,11856.6,0.06229347942,0.2008658514,0,1,1,1,1,1,1,1,7
