,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
Essar Oil Ltd.,11526.2,10538.7,99.4,,0.1,12615.4,10061.77,50427.4,6739.2,87720.7,9361.9,3155,1.39,11526.2,10538.7,99.4,,0.1,12615.4,10061.77,50427.4,6739.2,87720.7,9361.9,3155,1.39,35.25,48.8,93591.8
Federal Bank Ltd.,14910,,14507.4,0.6,,13546.9,1590.9,5017.3,4211,151258.4,26610.4,13486.9,1.28,14127.7,,13627.7,0.8,,13226.8,1707.17,4121.6,3612.1,168521,29845.6,6657.7,1.42,12.49,12.72,122254.7
G A I L (India) Ltd.,115674.4,108266.9,1710.1,,16.2,97367.1,76735.38,21334.8,22962.5,172268.6,29010,26078.7,2.42,132785.8,121730.5,2653.4,,21,112978.1,89200.08,19974,27161.3,196472.3,49352.9,28307.3,2.08,148.67,171.37,147673.7
Glaxosmithkline Pharmaceuticals Ltd.,16702.4,13662.1,375,1049.2,,13403.4,7746.88,38.4,2194.8,23533.6,4035.5,2078,7.28,18901.2,14792.1,374.3,2250.7,15.5,13874.9,8111.65,48.5,2575.6,25936.7,3600,3168.1,10.02,857,1037.3,16676.9
Grasim Industries Ltd.,63633,52269.4,1837.4,34,9,55511.9,29888.07,16913.7,7521,73101.8,11729.6,11574.8,2.72,74418.6,62192.1,1470.5,40.1,,66800.1,35120.25,17047.8,8278.9,80954.4,12894.9,10336.9,2.57,1060.55,1934.8,66083
Great Eastern Shipping Co. Ltd.,14330.1,13519.4,624.4,103.3,,9469.4,5312.87,14150.3,2104.6,34736,3931.6,7015.9,1.62,21202.1,20492,339.5,336.2,,12908.9,7464.94,20670,2856.7,46380.2,12484.1,10821.5,1.34,139,232.75,26367.2
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,16224.8,14429.3,302.2,205.4,174.2,14962.5,10160.72,2848,2475.3,21149.9,5636.2,3880.8,0.94,19911,17796.4,268.3,179.8,,17888.6,12560.03,1502.8,2394.6,23140,6234.7,920.8,1.06,91.2,96.3,21055.8
H C L Technologies Ltd.,12747.4,11199.6,1456.6,2.7,,9490.2,3829.68,982.3,4262.9,30476.8,2587.3,5857.3,3.86,15300.3,14386.9,808.4,9.6,,12007.6,4886.44,966.9,5111.1,36450.2,4296.9,2603.3,4.35,97.81,126.16,26265.3
H D F C Bank Ltd.,30403.2,,30359.2,,4.5,25308.2,3052.31,13522.8,60126.3,423799.8,43147.9,65189.2,4,38245.7,,38240.1,2.1,,31592.7,3832.17,19990.1,49118.6,515059.8,54727.6,-26829,3.74,123.61,159.19,304824.5
Hero Motocorp Ltd.,71061.8,60030.3,1581.9,1.3,12,63562.7,46263.21,1747,10038.6,26647.8,2738.2,9013,8.6,89448.9,76057,1257.6,0.5,17,81493.7,59434.34,2017.6,10157.6,32983.4,3161.2,7207.4,7.33,583.3,793.65,21896.5
Hindalco Industries Ltd.,70648.2,62071.4,2388.4,,1.8,63278.3,44327.91,23206.8,8964.1,114989.1,23734.5,11128.7,1.65,108155.9,95047.3,1634.7,77.7,91,97418.8,66365.47,35869.3,16483.7,151239.6,40204.7,17609.3,1.57,101.5,159.16,103009.8
Hindustan Petroleum Corpn. Ltd.,582872.7,512494,2826.7,,29.3,567408.3,463355.19,4027.9,64481.4,186272.5,87762,16229.5,2.22,661730,598768.8,2035.4,,40.2,649305.4,558266.36,2001.1,61778.2,190909.5,86531.7,13180,1.22,310.9,235.45,174519.2
Hindustan Unilever Ltd.,115489.3,99251.9,2209.6,948.5,297.6,102747.1,64516.95,43.8,25908,74887.8,27890.7,11416.9,15.09,125249.5,110785.9,1971.5,856.3,676.6,110359.9,72107.54,37.5,29694.5,66719.5,22828.5,18130.8,18.83,164.85,229.05,78874.5
Housing Development Finance Corpn. Ltd.,30783.7,23.6,30689.9,,,22265.9,749.41,268222.3,10017,338838.5,8259.4,9283.9,4.67,34169.6,22.8,33384.3,681.4,,23803.7,761.95,338727.4,9873,425445,9734.8,8642.5,4.68,174.05,227.96,279989.5
I C I C I Bank Ltd.,120692.3,,115770.1,,19.1,104321.2,9423.63,381892.3,79171.2,1261495.6,116384.6,139035.7,2.28,129495.7,,123550.2,,20.8,109443.7,11401.81,396754.7,122484.1,1684353.4,174172.8,80282,2.31,84.25,97.58,1077602.9
I D B I Bank Ltd.,92193,9203.5,81433.6,,,87543,3607.12,522489.5,18602,638652.8,37774.8,19024.3,1.01,35816.4,2527,31595,127.7,,32743.8,1988.49,515258.9,41468.9,814303,80998,-29791.3,1.02,108.15,57.65,631452.5
I F C I Ltd.,13607.4,2115.7,11091.8,5.5,,45905.2,900.71,171357,14454.9,159223.1,10994.1,27674.1,-0.18,16999.3,1952.3,12418.4,16,,21433.3,465.37,141095.8,11235.4,130434.7,10996.3,16179.7,-0.22,13.7,9.1,217238.7
I T C Ltd.,122934.8,63908.5,1889.2,,,109550.2,31796.18,651.4,28617.9,107096.3,18662.7,18457,4.07,150447,75724.6,1653.9,,10113.1,129617.3,37417.87,764.5,19355.4,117785,26246.1,17856.9,4.25,55.68,91.2,87046.2
I V R C L Ltd.,7889.6,7638.9,46.2,,1.5,7497.8,6794.63,930.7,2316.1,6414.1,4135.5,382.3,1.67,10636.4,10420.9,77.6,,1,10069.3,9295.36,1012.4,6282.6,13219.7,10158.3,-12.1,3.79,49.31,113.68,3897.7
Igate Computer Systems Ltd. [Merged],7196.7,6988,166.8,,18.7,4891.3,2707.72,28.6,612.1,15711.8,5392.7,653.5,3.57,9118.6,8735.1,204.4,133.9,,7174.5,3749.28,31.8,1047.4,23697.8,10070.6,3312.5,3.33,349.35,336,10251.3
India Cements Ltd.,12809,10031.3,12.2,0.6,56.5,13758.1,6162.46,14790.9,2416.5,39122.7,3226.4,910.3,1.41,14657.1,11465.8,14.8,43.9,0.8,14673.8,6838.98,14443.8,3058.4,37050.1,3939.5,2141.7,2.75,75.65,156.8,29083.5
Indian Hotels Co. Ltd.,7701.6,6542.5,357.6,323.2,,7095.1,3992.3,12368.3,1906.9,26440.4,7166.9,976.8,2.13,9522.1,8313.1,491,63.8,1.9,8463.5,4690.16,9661,2265.3,26166.9,1569.3,2392.3,2.6,59.04,105.44,19403.4
Indian Oil Corpn. Ltd.,1375863.3,1180542.3,10963.8,75.5,321.9,1313109.8,1019908.18,63831.3,164864,643009.8,237574.9,91195.8,2.51,1581394.2,1416466,9670.5,95,239.6,1549026.9,1286555.62,128365.4,200758.2,753897,296796.9,44042.6,1.97,212.35,199.93,598191.3
Indian Overseas Bank,45786.1,,45350.3,16.9,,40658.5,5989.34,14669.6,22461.4,473220.3,62606.4,28382.5,1.58,47506,,46761.6,55.7,,40992.4,6765.28,17234.1,22752,508150.4,61084.1,-14179.1,1.7,79.2,84,411547.2
Indian Petrochemicals Corpn. Ltd. [Merged],91662.1,81377.6,648,1.4,8,87630.6,66484.29,17498.6,10885,74293,13204.7,16450.6,1.99,96287.7,82369.9,329,18.4,211.5,88415.5,61214.56,6866.8,24928.6,77186.5,19890,24476.4,1.38,171.8,263.6,81723.9
Indusind Bank Ltd.,13405.3,,12702.9,,64.5,10784.7,732.32,10561,5714.3,150864.6,28482.9,28922,1.22,13914.7,,12607.7,,63.3,11859.5,949.35,8199.1,5958.6,156220.1,20421.5,-13957.6,1.76,68.45,33.95,99010.7
Infosys Ltd.,48887.7,47554.3,1262,0.4,,36453,20617.05,,5604.4,50104.1,23785.7,16093.6,10.12,70340,68520,1710,,10,51300,27586,,5790,66070,29030,12410,11.65,293.88,384.87,35781.9
J S W Ispat Steel Ltd. [Merged],42614.8,37901.5,635.7,46.8,39.3,42718.2,29417.7,62206.7,7675.2,100120.5,10849.3,4277,0.72,69785.2,60533,62.4,40.6,33.7,62777.8,43716.47,57781.2,10741.6,105537.3,20155.9,8717.6,1.37,18.15,14.3,94589.3
Jammu & Kashmir Bank Ltd.,18229.5,,17956.4,,,14166.2,1616.21,1840.2,5363.1,212057.7,32249.4,31211.7,1.5,16453.7,,16103.5,,,15303,1752.77,2864.8,6756.6,244228.3,35696.3,9641.2,1.06,35.9,38.18,167937.7
Jet Airways (India) Ltd.,35781.7,34454.3,732.2,437,0.9,34150.6,20913.34,32096.5,4790.9,47616.5,9587.9,9883,NA,44466.7,43362.7,608.2,,3.9,40546.8,23150.13,29648.4,7094.2,63981.2,18145.4,13856.8,5.97,1264.05,589.75,52997.9
Jindal Stainless Ltd.,26179,23712.6,530.7,0.6,62.7,24692,19098.76,6047.1,6371.2,21986.3,6108.4,3591.9,1.26,34612.4,31886.9,331.4,0.8,1.1,33445.4,25999.64,12667.5,7910,32850.3,9090.7,3144.2,1.32,123.05,95.4,18308.3
Jindal Steel & Power Ltd.,14150.4,12601.4,128.7,,12,11519.6,6487.28,9144,3193.5,24206.6,4310.6,4294.3,1.83,24712.7,22517.1,49.3,,3.1,19694.1,10867.89,13380.3,3754.1,35892.1,4655.1,7883.8,2.43,29.09,46.71,18057
Karnataka Bank Ltd.,11189.1,,11136.6,,1.8,9857.4,873.65,1832.7,2629.6,105766.4,8991.9,6057.4,0.76,10613.8,,10535.3,,3,9142.3,1108.84,2436.6,4025,125424.3,15308.6,2277.9,0.88,86.13,84.84,92648.4
Kochi Refineries Ltd. [Merged],118086.8,99135.5,534.8,0.1,35.5,111875.6,89033.06,4697.7,9174.4,39050.9,20123.9,7018.2,1.59,156977.3,129851.9,259.2,0.9,26.3,151717.4,116997.74,3874.8,12058.8,49355.1,28209.8,2260.3,0.84,156.2,141.15,41115.9
L I C Housing Finance Ltd.,11207.9,,10710.4,,2.2,9783.1,173.12,90559.4,2348.8,105471.6,5353.2,-13075.8,1.43,11510.6,,11415.4,,46.8,10073.4,193.33,109978.4,2054.8,128166.3,3844.1,-22108.4,1.66,42.75,31.39,85981.4
Mahanagar Telephone Nigam Ltd.,67352.4,63836.9,1748.4,7.7,114.9,55847.7,40211.56,,47340.5,218091.4,82430.5,18592.3,0.78,60767.3,55601.6,1813.7,8.5,208.1,51377.4,37142.53,,50645,229519,85305.2,12487.8,0.66,118.8,154.95,198814.4
Maharashtra Seamless Ltd.,5685.3,4903.3,125.1,,0.1,5023.6,3664.96,1098.7,396.2,4541.7,1592.7,239,2,8784.4,7679.1,94.2,,,8265.5,6163.56,1049.4,621.5,5369,2325.8,833.8,2.95,189.32,315.05,3166.7
Mahindra & Mahindra Ltd.,60908.7,49142.8,1197.5,,40.3,57593.6,40156.17,5650.2,10098.7,40013.9,11589,7296.8,3.06,78746.8,65812,1248.3,,15.7,75240.5,53522.73,9532.8,12599.9,49860,19360.2,4140.2,2.92,143.13,310.9,40641.9
Mangalore Refinery & Petrochemicals Ltd.,132202.7,113899,1003.3,2556.9,13,129581.6,106634.01,44619.9,16278.2,89002.5,23053.3,9787.5,6.48,208818.4,183397.4,216.9,,4.6,201964.2,164977.81,31923.9,23671.4,92282.8,33046.6,16697.7,3.86,45.15,35.95,84135.6
Maruti Suzuki India Ltd.,114763,91843,1518,,22,109374,79494,3000,10961,57625,14633,10359,4,137778,110727,1554,,119,130659,93922.2,2700,11203,65484,23824,10747,2.78,471.55,796.7,54908
Mphasis Ltd.,2723.3,2598.7,119.7,0.2,,1825.6,1119.78,10.9,595.4,4318.2,2181.5,394.4,5.43,2612.5,2476.7,92,9.6,,2110.7,1621.52,12.4,1962.3,8025.8,1415.7,782.6,3.06,142.95,151.75,10241
Mylan Laboratories Ltd.,5671.5,5294.4,95.8,,15.9,4886.6,3064.68,1046.7,1084.3,5588,2248.5,785.7,NA,6790.2,6369.9,82.5,,4.7,5603.6,4197.84,75.4,2043.5,10001,3436.9,1209.2,3.76,209.5,260.55,3277.6
N T P C Ltd.,276605,210775,20009,47,111,223997,153158.6,154495,65244,673868,120819,57048,NA,267738,227471,20825,37,199,209668,168288.9,170845,52306,736557,161960,47794,1.67,85,110.9,570106
Nagarjuna Fertilizers & Chemicals Ltd. [Merged],11600.9,10814.9,281.2,11.8,,10249.7,6793.64,15400.2,755.8,29383.8,4334,3597,0.39,13036.9,12685.4,92.3,20.3,88.9,12929.4,8441.86,13596.9,937.5,37752.5,3199.4,4300.1,0.65,14.15,11,31814
National Aluminium Co. Ltd.,35686.6,31513.9,472.8,1.5,4.4,28409.4,16079.15,6543.9,5397.9,59890.5,9158.9,13394.1,3.18,46962,41656,578.7,7.9,0.8,34872.7,17514.4,,6162.5,62480.6,17181.9,17235.8,2.4,35.29,56.69,63024.3
New Delhi Television Ltd.,761,727,31.3,0.2,,1275.9,733.96,300,221.1,1880.6,687.8,-687.1,NA,1853.6,1802.6,41,,0.4,1561.7,663.74,0,258.3,2471,1259.6,151,5.91,237.65,173.9,1586.9
Neyveli Lignite Corpn. Ltd.,35243.8,28259.1,5312.6,7.9,1.7,23796.4,12241.55,12957,5738.4,103653.4,23823.4,34052.4,1.34,36520,30097.6,3380.5,48.8,3.1,24385.2,12662.5,12296.9,5105.5,113144.6,32107.7,11041.7,1.44,74.05,63,97430.1
Oil & Natural Gas Corpn. Ltd.,345501.3,265736.1,10435.2,,85.2,258745.5,120742.99,82409.6,35639.9,804320.4,150384.5,114984.1,2.96,484998.4,400341.1,12060.6,,632.2,355466.5,205551.09,1489.4,132844.7,950607.5,171314.8,150519.3,2.69,163.87,184.68,690920.3
Oracle Financial Services Software Ltd.,7261,6830.1,286.3,1,,5502.1,2218.53,,2177.7,12195.7,9347.6,755,4.43,9319.3,9014,280.5,3.9,,7342.9,3405.92,,3546.6,15303,11783.3,733.3,3.91,824.35,1124.5,9652.3
Orchid Chemicals & Pharmaceuticals Ltd.,7153.8,6930.7,19,0.7,13.5,7348.5,4937.61,3821.8,1296.2,14378.3,4608,510.3,1.55,6949.2,6769,10.6,2.2,5.3,7597.2,4568.98,4885.7,2364.1,18596.6,6283,975.9,2.2,222.2,185.3,12474.5
Oriental Bank Of Commerce,40345.4,,39844.4,4.6,0.8,33484.7,3367.98,11001,15247.6,410065.6,42585.5,33902.2,2.17,40975.5,,40589.8,1.1,0.6,33714.8,4075.65,11563.6,15168.3,540694.5,95670.4,56460.1,1.79,254.65,170.95,339988.8
Pfizer Ltd.,7052.7,5805,112.4,65.7,,6366.2,3759.97,120,1135.4,5481.1,3285.6,872.8,4.89,7569.6,6148.4,120.7,197.8,,7047.6,3841.89,,1340.3,5992.6,4037.5,1028,7.1,839.55,774.7,4624.9
Piramal Enterprises Ltd.,14992.9,12653.1,219.5,,5.6,13228.2,8076.68,2142.8,1871.4,11202.7,4024.6,2549.5,7.24,14358.1,12342,181,47,39.9,13307.9,8238.78,1126.9,2211.6,13008.5,4478.1,2291.4,8.61,254.8,190.7,9227
Polaris Consulting & Services Ltd.,5813.8,5780.7,19.3,1.4,,5136.8,2817.49,,514.1,5841.8,1905.7,255.2,3.47,6851,6686.5,83.6,0.7,,6316.7,3657.79,,702.2,6490.4,1941.7,1230.7,2,123.55,74.05,5354.1
Punjab National Bank,98361.1,,97754.6,8,5.5,87274.2,13811.27,30744.3,53932,1023731.3,113407.4,79621.9,1.89,105978,,101260.6,10.5,4.2,91876.8,19287.18,46038.3,92918,1262687.1,137248.2,81046,1.58,77.07,65.11,862810.9
Ranbaxy Laboratories Ltd. [Merged],39673.3,37824.3,678.2,0.3,11.7,35226.3,22525.78,25.6,8307.3,42709.7,18410,3702,9.28,34669.2,31821.9,1090.9,114.3,78.9,32858.5,20076.96,1634.3,7282.9,48596.5,19515.6,629.3,5.68,538.85,356.35,36908.8
Reliance Capital Ltd.,3568.1,100,3356.5,,0.2,2510.2,395.5,16334.7,4179.6,35029.7,8480,-1166.5,1.2,3114.3,127.8,2905.2,,0.1,2056.2,261.23,13135.5,117.4,28069.4,7906.6,7217,1.58,376.35,489.95,32624.8
Reliance Industries Ltd.,577589.6,508650.2,12871.5,14.9,140.9,520164.4,410478.58,145537,102844.7,721637.4,116927.1,117775.6,2.37,747674.8,652514,15178.8,178.2,267.4,666714.5,530101.39,169688.2,136597.2,809528.9,170853,172885.8,2.02,320.05,529.92,635976.1
S R F Ltd.,9602.9,8198.8,157.6,4.9,11.4,9214.1,6448.51,2210.7,1671,9805.7,2639.2,1612.5,0.59,11812.3,10568.5,35.5,,,11430.7,8477.67,3839.6,2257.4,12933.4,3238.4,980.3,1.35,190.95,202.2,9411.4
Satyam Computer Services Ltd. [Merged],26567.9,25379,1106.9,,12.2,21010,11032.07,73,1945.4,30304.4,25774.7,4346.8,3.6,35666.4,34546.2,1000.5,,11.2,28163.8,15834,98.7,2628.7,37868.6,32479.4,6439.7,4.06,252.2,354.82,25785.8
