,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
Axis Bank Ltd.,196131.8,241501.6,21401.8,18618.7,,14.9,10681,218816.7,,1734.76,6.54,23554.5,21328.4,23681.9,20336.1,,23.9,23997.1,309749.55,,2406.67,5.34,39463.3,23441.2,48.98,2.67,55.17,0.3745318352,0.1263781135,0.01395311667,0.0142659171,-0.000312800436,0.1634080271,0.1494549104,-1.2,0.02866004543,23441.2,21328.4,-0.02133269488,-0.02179362205,1,0,1,1,0,0,0,0,3
Ballarpur Industries Ltd.,30573.6,32424.5,20204.5,18536.1,10,,10316.4,31499.05,18044.2,13061.31,1.09,2826.1,127.6,20263.5,18629.9,,38.8,8987.5,32300.5,18002.3,12919.29,1,4189.7,82.1,21.59,1.22,21.15,0.8196721311,-0.02037980547,0.05157828185,0.05424287621,-0.002664594352,0.1292140203,0.07763573841,-0.09,-0.04926817256,18002.3,18044.2,0.006204243249,-0.01551090073,1,0,1,1,0,1,1,0,5
Bank Of Baroda,764245.8,851086.6,80742.8,71072.8,1.1,,23659.3,807666.2,,10994.31,2.19,,78423.5,77758.1,70989.7,0.2,,28596.7,898864.5,,12167.88,2.58,15492.9,75524.5,39.44,1.02,39.55,0.9803921569,0.002789046653,0.007952422233,0.01265155792,-0.004699135682,0.01820367046,0.01025124823,0.39,0.002520836549,75524.5,78423.5,-0.02092016801,-0.01307678149,1,0,1,1,1,0,0,0,4
Bank Of India,766816.7,848934.4,75896.8,65813.6,107.6,,62478.9,806086.1,,9723.46,3.34,38649.7,73483.4,71873.1,68472.6,2.4,,71293,897789.8,,10456.18,2.02,-11642.2,69007.8,100,1.17,100.3,0.8547008547,0.003,0.004002782783,0.01300910635,-0.009006323566,-0.01371389827,-0.01771668105,-1.32,0.001900490569,69007.8,73483.4,-0.01919985431,-0.01429663886,1,0,0,0,0,0,0,0,1
Bharat Electronics Ltd.,33460.3,42700.2,29483,26430.5,2.9,,329.5,38060.15,27484.9,19778.45,1.15,8930.5,497.5,33534.5,29300.1,7.7,,153.1,44271.4,32011.5,22753.01,1.2,837.7,706.6,232.33,3.49,360.73,0.2865329513,0.5526621616,0.09898548485,0.09114084452,0.007844640322,0.01961817509,-0.07936730975,0.05,-0.005199134401,32011.5,27484.9,0.008835368438,0.0009302742288,1,1,1,0,1,1,1,1,7
Bharat Forge Ltd.,8750,11108.2,9241.9,7959.5,24.6,2.6,2541.3,9929.1,8361.7,5391.33,0.56,2229.6,107.9,13205.2,11867.6,2.2,2.1,3268,13740.85,12237.5,7979.88,0.55,1379.3,4,291,6.99,315.75,0.1430615165,0.08505154639,0.1204065465,0.1440457143,-0.02363916777,0.1241695324,0.003762985902,-0.01,-0.01811365456,12237.5,8361.7,-0.007319346967,0.04845187081,1,0,1,1,0,1,0,1,5
Bharat Heavy Electricals Ltd.,115590,140917.4,97014,90126.3,23.7,,5373.7,128253.7,80234.3,60040.31,1.37,16955.1,1735.8,113393.7,109257.4,14.6,,5345,157575.75,96330.8,69798.98,1.31,8183,2289.8,86,3.41,194.85,0.293255132,1.265697674,0.02924904944,0.05938229951,-0.03013325006,0.058069479,0.02882042956,-0.06,-0.007978792212,96330.8,80234.3,0.02373631508,-0.01426042246,1,0,1,1,0,1,1,0,5
Bharat Petroleum Corpn. Ltd.,171663.4,182219,545755.3,525969.4,,1.6,11242.2,176941.2,483784.3,437492.22,0.96,25388.8,2037.9,656071.9,662276.4,38.4,,20032,194443.15,578612.2,556354.92,1.04,1693.4,2176.9,185,1.87,168,0.5347593583,-0.09189189189,-0.0342604229,0.1152691838,-0.1495296067,0.009293213112,0.04355363601,0.08,0.03948603889,578612.2,483784.3,-0.05722077544,0.241586768,0,0,1,1,1,0,0,1,4
Bharti Airtel Ltd.,48371.4,54727.5,633,629.3,0.1,,2513.6,51549.45,291.5,238.64,0,-76.2,338.1,83090.3,70949.8,,3.9,48382.5,100707.4,80921.2,46255.18,0.42,30059,717.5,123.9,9.18,184.95,0.1089324619,0.4927360775,0.2219067197,0.00007442414319,0.2218322955,0.5492485496,0.32734183,0.42,0.4316655162,80921.2,291.5,0.2470544051,0.7978730795,1,1,1,1,1,0,1,1,7
Bongaigaon Refinery & Petrochemicals Ltd. [Merged],13501.3,14575.3,33217,31155,,,448.5,14038.3,28354.7,22861.9,0.85,1417.5,66.2,51647.4,47355.8,,,0,16880.4,44232.7,35590.48,0.96,3452.3,57.8,91.25,2.13,47.05,0.4694835681,-0.4843835616,0.2944433391,0.1527260338,0.1417173053,0.2368596187,-0.0575837204,0.11,-0.03194831283,44232.7,28354.7,0.001663349274,0.6005484313,1,1,1,0,1,1,1,1,7
C E S C Ltd.,58641.2,52176.6,25493.1,23622.1,,5.2,21188.4,47355.4,24106.5,16426.7,0.71,8748.4,25,24225.3,22753.3,,2.5,18076,47914.9,23791.9,15940.01,0.8,9435.7,20.8,200.05,1.14,255.2,0.8771929825,0.2756810797,0.02825979462,0.03199457037,-0.00373477575,0.1808416033,0.1525818087,0.09,-0.07018149122,23791.9,24106.5,0.01144568662,-0.01251001745,1,0,1,1,1,1,1,0,6
Cadila Healthcare Ltd.,12002,12863,12191,10690,34,,2978,12432.5,10555,6904,1.08,2039,731,12085,11064,,2,2978,13164.5,10854,6967.1,1.03,1331,534,31.35,4.65,37.79,0.2150537634,0.2054226475,0.07953043613,0.1222296284,-0.04269919226,0.1034750836,0.02394464744,-0.05,-0.01331904045,10854,10555,0.01220519418,-0.02449441042,1,0,1,1,0,1,1,0,5
Canara Bank,821990.4,993224.9,91457.6,78077.5,2.4,,24580.2,906380.4,,10812.35,2.91,122834.3,87918.8,93362.7,82267.7,4.2,,26937.6,1047487.8,,13494.9,2.38,-6309.3,87574.3,209.1,1.44,201.55,0.6944444444,-0.03610712578,0.01116645384,0.01627476428,-0.005108310438,-0.006352337723,-0.01751879156,-0.53,-0.001402691724,87574.3,87918.8,-0.03111548692,-0.01339576692,1,0,0,0,0,1,0,0,2
Century Textiles & Inds. Ltd.,25253.5,26373.9,26589.4,26123.6,175.5,16.2,4879.9,25575.85,22335.4,14965.11,0.74,1435.6,475.7,29075.9,27879.9,121.7,57.9,5852.4,24915.15,24884.6,16633.77,0.99,3097.2,211.6,280,3.34,364.15,0.2994011976,0.3005357143,0.04292880461,0.01213693151,0.0307918731,0.1174342816,0.07450547701,0.25,0.04409213987,24884.6,22335.4,0.001581248645,0.1254734398,1,1,1,1,1,0,1,1,7
Chambal Fertilisers & Chemicals Ltd.,28727.9,27817.9,22576.7,21293.1,6.3,44.5,10409.2,28272.9,22177.2,15642.57,1.14,3480.7,184.2,27865.1,26375.3,3.1,6.3,8576.5,28216.7,26787.5,19431.74,1.11,3107.5,734.2,30.95,1.42,33.8,0.7042253521,0.09208400646,0.05367047836,0.04601102065,0.007659457716,0.111708648,0.05803816967,-0.03,-0.06421760563,26787.5,22177.2,-0.02005858813,0.1649513641,1,1,1,1,0,1,0,1,6
Chennai Petroleum Corpn. Ltd.,48590.3,57644.3,94960,91554.5,3.8,22.8,21324.1,53117.3,86349.1,79108.57,1.14,6856.2,121.4,163847.4,161851.9,15.6,4.5,18127.8,66116.45,139989.1,127738.6,1.13,3855.8,221.1,186.9,1.23,180.5,0.8130081301,-0.03424291065,0.03442491278,0.07047702937,-0.03605211658,0.06688952767,0.03246461489,-0.01,-0.1272731355,139989.1,86349.1,0.003658555361,0.4916807543,1,0,1,1,0,1,1,1,6
Cipla Ltd.,18176.9,22203.4,20909.9,17747.9,1.1,,51.7,20087.65,19207,13183.52,1.23,2435.7,219.7,24828.7,21401.3,14,,50.4,24062.45,22522.5,15360.21,1.44,1882.4,657.4,125.78,5.79,214.6,0.1727115717,0.7061536015,0.153733212,0.173896539,-0.02016332698,0.0847798085,-0.06895340353,0.21,-0.0004791708623,22522.5,19207,0.004397413801,-0.02015768548,1,0,1,0,1,1,1,0,5
Colgate-Palmolive (India) Ltd.,6243.6,5515.3,11096,10123.6,,1.6,0,5879.45,9543.5,6015.59,0.77,633.6,195.1,11067.6,10066.1,9.2,,39.8,5626.75,9549.3,5805.54,0.49,1034,278.1,121.58,12.25,206.15,0.08163265306,0.6955913802,0.1799176835,0.1559997437,0.0239179398,0.187478469,0.007560785451,-0.28,0.007073354956,9549.3,9543.5,0.02237922525,0.07392929153,1,1,1,1,0,0,1,1,6
Corporation Bank,262719.8,291536.9,27215.2,22173.8,0.7,,9268.3,277128.35,,2823.09,1.7,4629.1,26200.3,28143.7,24122,5.9,,12972.4,315387.75,,3144.78,1.99,1176.3,26648.6,72.83,1.66,44.02,0.6024096386,-0.395578745,0.01377458565,0.01918660109,-0.005412015433,0.004034823722,-0.009739761931,0.29,0.007687520963,26648.6,26200.3,-0.0102589083,-0.01004739261,1,0,1,0,1,0,0,0,3
Cummins India Ltd.,9517,9806.4,11129.7,10110.9,,26.4,51.5,9661.7,9264.5,7859.33,1.4,586.8,779.2,13853,12759.6,,50,27.4,10224.65,11937.4,9905.17,1.62,-356.9,679.6,94,3.64,134.68,0.2747252747,0.4327659574,0.1165973242,0.1098245245,0.006772799661,-0.03639459945,-0.1529919236,0.22,-0.002650526561,11937.4,9264.5,0.01856807505,0.208622624,1,1,0,0,1,1,1,1,6
Dabur India Ltd.,7386.4,5527.6,11609.9,10340.8,17.2,0.6,296.6,6457,10012.4,5964.98,0.66,2054.5,56.7,12807,11406.9,1.1,1.5,183.1,6372.95,11251,6424.81,0.53,2113.8,60.4,22.07,10.31,47.73,0.09699321048,1.16266425,0.2533649323,0.169568396,0.08379653637,0.3824082785,0.1290433461,-0.13,-0.01720383702,11251,10012.4,0.02471579572,0.2148032259,1,1,1,1,0,1,1,1,7
Divi'S Laboratories Ltd.,2942.5,3842.3,3216.5,2967.9,,0.4,60,3392.4,3162.5,1832.8,1.58,260,2.4,3697.4,3288,,0.4,33.1,4197.65,3623.5,2240.32,1.71,365.7,5.3,51.8,4.55,67.75,0.2197802198,0.3079150579,0.1066548682,0.08462192014,0.02203294804,0.09517736772,-0.01147750046,0.13,-0.009801229132,3623.5,3162.5,-0.03873364636,-0.06900978101,1,1,1,0,1,1,0,0,5
Dr. Reddy'S Laboratories Ltd.,23283,27028.4,18225.9,15490.5,,29.3,262.8,25155.7,16743.3,10245.66,2.1,3593.7,603.2,17126.5,16768.2,26.8,,2730.7,28502.5,15580.1,10811.45,2.93,2505.3,447.9,377.5,2.73,642.27,0.3663003663,0.7013774834,0.01226487694,0.1187432891,-0.1064784122,0.09269139128,0.08042651433,0.83,0.08535869461,15580.1,16743.3,-0.08200090383,-0.1189644998,1,0,1,1,1,0,0,0,4
Escorts Ltd.,24304.7,22214.3,15016.2,18070.4,,25.6,5385.1,22100.25,11042.9,10355.51,0.43,244.7,318.5,18536.8,18115.4,63,,4016.2,20847.5,12699,11503.51,0.51,-149.2,5133.2,82,1.72,70.05,0.5813953488,-0.1457317073,0.01613375168,-0.1246096434,0.1407433951,-0.006716394395,-0.02285014608,0.08,-0.05102032653,12699,11042.9,0.03189324772,0.1094647057,1,1,0,0,1,1,1,1,6
Essar Oil Ltd.,93591.8,93591.8,2312.5,2230.4,339.5,1.8,42555.4,88708.7,1726.3,1428.55,0.1,727.1,87.2,11526.2,12615.4,,0.1,50427.4,90656.25,10538.7,10061.77,0.42,3155,99.4,34.6,1.53,47.35,0.6535947712,0.3684971098,-0.01163670322,-0.002731008486,-0.00890569473,0.0337102182,0.04534692142,0.32,0.07652776221,10538.7,1726.3,-0.1272236043,0.09678869407,0,0,1,1,1,0,0,1,4
Federal Bank Ltd.,122254.7,151258.4,14910,13546.9,0.6,,5017.3,136718,,1590.9,9.09,13486.9,14507.4,14127.7,13226.8,0.8,,4121.6,159814.2,,1707.17,9.92,6657.7,13627.7,12.12,1.4,12.64,0.7142857143,0.04290429043,0.005950743893,0.0111447658,-0.005194021912,0.04401540675,0.03806466286,0.83,-0.01090821845,13627.7,14507.4,-0.01561077987,-0.02083970339,1,0,1,1,1,1,0,0,5
G A I L (India) Ltd.,147673.7,172268.6,115674.4,97367.1,,16.2,21334.8,159971.15,108266.9,76735.38,0.48,26078.7,1710.1,132785.8,112978.1,,21,19974,184370.45,121730.5,89200.08,0.67,28307.3,2653.4,151.73,2.07,169.67,0.4830917874,0.1182363409,0.1151033909,0.1240809975,-0.008977606629,0.1643207178,0.0492173269,0.19,-0.02503031482,121730.5,108266.9,-0.02400567199,-0.01654064477,1,0,1,1,1,1,0,0,5
Glaxosmithkline Pharmaceuticals Ltd.,14606.9,16676.9,12974.8,11297.6,125.5,,28.6,15641.9,11052.2,6914.78,0.37,1602.4,218.6,16702.4,13403.4,1049.2,,38.4,20105.25,13662.1,7746.88,0.29,2078,375,808,8.38,1054.15,0.1193317422,0.3046410891,0.1349051682,0.106230617,0.02867455119,0.1246034935,-0.01030167477,-0.08,0.00008152651559,13662.1,11052.2,0.05861303192,-0.02704758804,1,1,1,0,0,0,1,0,4
Grasim Industries Ltd.,66083,73101.8,63633,55511.9,34,9,16913.7,69534.5,52269.4,29888.07,0.97,11574.8,1837.4,74418.6,66800.1,40.1,,17047.8,76978.05,62192.1,35120.25,0.99,10336.9,1470.5,1060,2.13,1899.45,0.4694835681,0.7919339623,0.1036691299,0.122514111,-0.01884498114,0.1414041788,0.03773504893,0.02,-0.0217787126,62192.1,52269.4,0.007102203268,0.05621537049,1,0,1,1,1,1,1,1,7
Great Eastern Shipping Co. Ltd.,26367.2,34736,14330.1,9469.4,103.3,,14150.3,30551.6,13519.4,5312.87,1.12,7015.9,624.4,21202.1,12908.9,336.2,,20670,40558.1,20492,7464.94,3.3,10821.5,339.5,133.5,1.04,230.15,0.9615384615,0.7239700375,0.2290707047,0.1804287145,0.04864199028,0.3115355827,0.08246487794,2.18,0.04647857272,20492,13519.4,0.02869562253,0.06274011661,1,1,1,1,1,0,1,1,7
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,21055.8,21149.9,16224.8,14962.5,205.4,174.2,2848,21102.85,14429.3,10160.72,0.69,3880.8,302.2,19911,17888.6,179.8,,1502.8,22144.95,17796.4,12560.03,0.58,920.8,268.3,89.3,1.32,97.4,0.7575757576,0.09070548712,0.0871209793,0.0584684505,0.0286525288,0.04353684887,-0.04358413042,-0.11,-0.06709610134,17796.4,14429.3,-0.001589641791,0.1198717066,1,1,1,0,0,1,0,1,5
H C L Technologies Ltd.,26265.3,30476.8,12747.4,9490.2,2.7,,982.3,28371.05,11199.6,3829.68,0.39,5857.3,1456.6,15300.3,12007.6,9.6,,966.9,33463.5,14386.9,4886.44,0.63,2603.3,808.4,98.5,4.37,127.15,0.2288329519,0.2908629442,0.1077245643,0.1239087313,-0.01618416703,0.08541907287,-0.02230549139,0.24,-0.00572915374,14386.9,11199.6,0.002302832911,0.03517361857,1,0,1,0,1,1,1,1,6
H D F C Bank Ltd.,304824.5,423799.8,30403.2,25308.2,,4.5,13522.8,364312.15,,3052.31,0.55,65189.2,30359.2,38245.7,31592.7,2.1,,19990.1,469429.8,,3832.17,0.64,-26829,38240.1,123.25,4.09,155.7,0.2444987775,0.2632860041,0.0156934949,0.01672929833,-0.001035803434,-0.0633058345,-0.0789993294,0.09,0.005465071841,38240.1,30359.2,0.000326480735,-0.001872190663,1,0,0,0,1,0,1,0,3
Hero Motocorp Ltd.,21896.5,26647.8,71061.8,63562.7,1.3,12,1747,24272.15,60030.3,46263.21,0.22,9013,1581.9,89448.9,81493.7,0.5,17,2017.6,29815.6,76057,59434.34,0.21,7207.4,1257.6,590,6.86,790.9,0.1457725948,0.3405084746,0.2991503989,0.3429680543,-0.04381765535,0.2704688567,-0.02868154219,-0.01,-0.004306220745,76057,60030.3,-0.01078039142,0.07769569797,1,0,1,0,0,1,0,1,4
Hindalco Industries Ltd.,103009.8,114989.1,70648.2,63278.3,,1.8,23206.8,108999.45,62071.4,44327.91,1.81,11128.7,2388.4,108155.9,97418.8,77.7,91,35869.3,133114.35,95047.3,66365.47,1.48,17609.3,1634.7,102.79,1.37,159.8,0.7299270073,0.5546259364,0.09349060041,0.071563094,0.02192750642,0.1531388627,0.05964826231,-0.33,0.05655481184,95047.3,62071.4,0.01590762644,0.1445621921,1,1,1,1,0,0,1,1,6
Hindustan Petroleum Corpn. Ltd.,174519.2,186272.5,582872.7,567408.3,,29.3,4027.9,180395.85,512494,463355.19,1.35,16229.5,2826.7,661730,649305.4,,40.2,2001.1,188591,598768.8,558266.36,1.37,13180,2035.4,307,1.33,235.2,0.7518796992,-0.2338762215,0.06691701674,0.08877934348,-0.02186232674,0.0707565529,0.003839536163,0.02,-0.0117173263,598768.8,512494,-0.02823885756,0.3340183829,1,0,1,1,1,1,0,1,6
Hindustan Unilever Ltd.,75421.9,78874.5,118112.1,101466.2,669.6,85.7,13314.7,77141.5,101269.5,62433.68,0.66,11118.7,3002,115489.3,102747.1,948.5,297.6,43.8,76874.45,99251.9,64516.95,0.53,11416.9,2209.6,164,13.83,236.55,0.0723065799,0.4423780488,0.1532979607,0.2129620177,-0.05966405698,0.1447476688,-0.008550291919,-0.13,-0.1720312393,99251.9,101269.5,-0.03352218935,-0.02168500982,1,0,1,0,0,1,0,0,3
Housing Development Finance Corpn. Ltd.,279989.5,338838.5,30783.7,22265.9,,,268222.3,309414,23.6,749.41,0.23,9283.9,30689.9,34169.6,23803.7,681.4,,338727.4,382141.75,22.8,761.95,0.21,8642.5,33384.3,172.42,5.25,226.31,0.1904761905,0.3125507482,0.02858146285,0.03042185511,-0.001840392255,0.0255062515,-0.003075211347,-0.02,0.01952013267,22.8,23.6,-1.664198632,-0.00001660948898,1,0,1,0,0,0,0,0,2
I C I C I Bank Ltd.,1077602.9,1261495.6,120692.3,104321.2,,19.1,381892.3,1169549.25,,9423.63,1.25,139035.7,115770.1,129495.7,109443.7,,20.8,396754.7,1472924.5,,11401.81,1.29,80282,123550.2,85.4,2.38,97.82,0.4201680672,0.1454332553,0.01591190647,0.01520986998,0.0007020364895,0.06364033295,0.04772842648,0.04,-0.05716420661,123550.2,115770.1,-0.01088532137,-0.01510606097,1,1,1,1,1,1,0,0,6
I D B I Bank Ltd.,631452.5,638652.8,92193,87543,,,522489.5,638652.8,9203.5,3607.12,0.67,19024.3,81433.6,35816.4,32743.8,127.7,,515258.9,726477.9,2527,1988.49,0.92,-29791.3,31595,104,1.3,57.1,0.7692307692,-0.4509615385,0.004611112642,0.007363974329,-0.002752861687,-0.04664709839,-0.05125821103,0.25,-0.1088558448,2527,9203.5,-0.3949683495,-0.01093237696,1,0,0,0,1,1,0,0,3
I F C I Ltd.,217238.7,159223.1,13607.4,45905.2,5.5,,171357,185845,2115.7,900.71,0.67,27674.1,11091.8,16999.3,21433.3,16,,141095.8,142482,1952.3,465.37,0.52,16179.7,12418.4,13.4,,9,#DIV/0!,-0.328358209,-0.02794820601,-0.1486995641,0.1207513581,0.1016165368,0.1295647428,-0.15,0.06822848943,1952.3,2115.7,0.1873565823,0.002317863635,0,1,1,1,0,0,1,1,5
I T C Ltd.,87046.2,107096.3,122934.8,109550.2,,,651.4,96458.9,63908.5,31796.18,0.52,18457,1889.2,150447,129617.3,,10113.1,764.5,111836.95,75724.6,37417.87,0.82,17856.9,1653.9,55,4.96,92.5,0.2016129032,0.6818181818,0.2889250142,0.1537643229,0.1351606914,0.1667368527,-0.1221881615,0.3,0.00008270923083,75724.6,63908.5,0.003395650761,0.01455179032,1,1,1,0,1,0,1,1,6
I V R C L Ltd.,3897.7,6414.1,7889.6,7497.8,,1.5,930.7,5127.2,7638.9,6794.63,1.33,382.3,46.2,10636.4,10069.3,,1,1012.4,9788.25,10420.9,9295.36,1.28,-12.1,77.6,48.37,3.83,115,0.2610966057,1.377506719,0.08857049313,0.1009056623,-0.01233516918,-0.001886468873,-0.09045696201,-0.05,-0.07809194526,10420.9,7638.9,-0.002514511851,-0.4252438992,1,0,0,0,0,1,0,0,2
Igate Computer Systems Ltd. [Merged],8207.5,10251.3,5536,3875.4,,0.4,24.6,9219.75,5364.8,2171.85,2.17,1155,157.5,7196.7,4891.3,,18.7,28.6,12972,6988,2707.72,2.62,653.5,166.8,346.6,3.01,335.5,0.3322259136,-0.0320253895,0.2267127096,0.2023758757,0.02433683388,0.06374801245,-0.1629646972,0.45,-0.0004634364565,6988,5364.8,0.01735196151,-0.04318255172,1,1,1,0,1,1,1,0,6
India Cements Ltd.,29083.5,39122.7,12809,13758.1,0.6,56.5,14790.9,29223.6,10031.3,6162.46,0.43,910.3,12.2,14657.1,14673.8,43.9,0.8,14443.8,28645.45,11465.8,6838.98,0.5,2141.7,14.8,72.85,3.07,157.95,0.325732899,1.168153741,-0.001528524361,-0.03071157185,0.02918304749,0.05474315423,0.05627167859,0.07,-0.001901933643,11465.8,10031.3,0.0178554122,0.05700576911,0,1,1,1,1,1,1,1,7
