,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
Aurobindo Pharma Ltd.,33696.4,35458,25120.9,22524.9,,0.3,11448.3,34577.2,22905.7,18418.34,1.71,1035.4,911.1,30248.3,29252.3,,0.3,11341.4,38466.05,27911.3,21438.78,1.3,33.1,1307.2,47.3,1.79,92.04,0.5586592179,0.9458773784,0.02809803147,0.07704977386,-0.04895174239,0.0009334987873,-0.02716453269,-0.41,-0.03625208497,27911.3,22905.7,0.03599021954,0.06315770684,1,0,1,0,0,1,1,1,5
Axis Bank Ltd.,733097.1,1096256.8,88160.9,77450.6,,151.8,90533.7,914676.95,,7379.39,3.96,81671.3,87662.8,138131.6,119978,,82,152198.7,1286922.6,,10533.15,4.11,95258.1,136587.4,167.6,2.9,246.73,0.3448275862,0.4721360382,0.01663442361,0.01481672755,0.001817696061,0.08689396499,0.07025954138,0.15,0.01928674072,136587.4,87662.8,0.007062707309,0.01029472273,1,1,1,1,1,0,1,1,7
B E M L Ltd.,22930.7,34447.2,28194.5,27074,1.1,,0,28688.95,25442.7,19099.49,1.75,-4772.2,424.2,30592,30710.8,0.1,,944.4,38195.9,28186.1,20915.85,1.61,-4169.9,293.8,1075,2.38,995,0.4201680672,-0.07441860465,-0.003451659351,0.04881665191,-0.05226831126,-0.1210519287,-0.1176002694,-0.14,0.02472516684,28186.1,25442.7,0.008623867498,-0.1489114545,0,0,0,0,0,0,1,0,1
Bajaj Hindusthan Sugar Ltd.,54417.8,58599.7,19993.9,23068.7,0.7,1.9,30441,56508.75,17605,15169.69,0.61,-1488.6,1228.2,19948.9,16837.3,340.7,16.1,29851.5,62019.6,16019.8,13038.55,0.99,1506.9,1848.4,170.93,2.05,98.77,0.487804878,-0.4221611186,0.04755997044,-0.05648151891,0.1040414894,0.02571514871,-0.02184482173,0.38,-0.05737168872,16019.8,17605,0.04776724104,-0.05324245815,1,1,1,0,1,1,1,0,6
Bajaj Holdings & Invst. Ltd.,116791.3,57577.1,3556.7,486.5,,0.1,,87184.2,2.1,8.14,0.02,3305.8,3554.3,2595.1,634.9,4.7,250,,56226.55,-2.5,11.95,0,1332.9,2217.5,361.4,1.16,707.5,0.8620689655,0.9576646375,0.03830515952,0.02628877322,0.01201638629,0.02314982866,-0.01515533085,-0.02,0,-2.5,2.1,8.656190476,-0.00006854991375,1,1,1,0,0,1,1,0,5
Balrampur Chini Mills Ltd.,27716.2,29413.9,15774,16122.5,27.6,9.3,10207.8,28563.25,14559.2,11562.86,0.98,610.1,141.6,18027.1,12930.7,27.9,68.3,9720.3,28531.9,17190.6,12791.83,1.11,6120.9,124.8,107,2.35,84.75,0.4255319149,-0.2079439252,0.1746385212,-0.01323413744,0.1878726587,0.2080954923,0.03345697102,0.13,-0.01669346536,17190.6,14559.2,0.05007839418,0.09278665831,1,1,1,1,1,1,1,1,8
Bank Of Baroda,1431461.8,1795995.1,138921.8,124566.6,13.7,10.1,93311.9,1613728.45,,15946.02,4.21,82693.6,131953.6,178761.1,156489.1,13.2,13.6,127507.3,2031358.7,,19920.36,3.99,84248.6,171646.1,90.4,1.21,143.92,0.826446281,0.5920353982,0.01240114742,0.01002583513,0.002375312291,0.04690914803,0.03450800061,-0.22,0.004945672488,171646.1,131953.6,0.004790824815,0.002728777974,1,1,1,1,0,0,1,1,6
Bank Of India,1422470.2,1788606.3,144721.4,124627.4,0.4,,119184.2,1595975.35,,13179.82,3.15,54165.7,138171.8,194332.9,164259.4,,,156731.8,2006594.5,,15285.55,4,130491.7,188189.8,356,1.52,357,0.6578947368,0.002808988764,0.01681392937,0.01412584953,0.002688079845,0.07295719578,0.05614326641,0.85,0.003430386786,188189.8,138171.8,0.01416307666,0.00721051855,1,1,1,1,1,0,1,1,7
Bharat Electronics Ltd.,69095.4,84017.7,44119.3,35990.5,36,,13.8,76556.55,40672.9,28862.28,1.31,5033.7,1827.6,48839.2,47909.5,10.6,784.7,12.1,92414.1,45967.8,33124.68,1.33,3647.2,1651.7,443,2.83,572.9,0.3533568905,0.293227991,0.02027906025,0.1171250185,-0.09684595821,0.04340990053,0.02313084029,0.02,-0.00004932650564,45967.8,40672.9,-0.01098673626,-0.03386805619,1,0,1,1,1,1,0,0,5
Bharat Forge Ltd.,37345.8,39854.6,24914.7,22385.2,0.5,7.5,11929.6,38600.2,21917.5,15529.97,0.81,3445.8,1152,22308.8,21635.5,,1.1,16308.6,40782.9,19954.8,15062.08,1.24,1839.3,1019.3,138.3,2.12,288.35,0.4716981132,1.084960231,0.01692150969,0.0679192841,-0.05099777441,0.04615025618,0.02922874649,0.43,0.09083279494,19954.8,21917.5,-0.04624502486,-0.07851463207,1,0,1,1,1,0,0,0,4
Bharat Heavy Electricals Ltd.,286520.3,376099.3,234635.3,214314.5,17.2,,910.6,331309.8,194999.8,137879.74,1.18,34779,9813,303764.9,283898.2,83.6,,1436.3,429718.3,265559.7,198513.51,1.06,31643.5,8600.4,445.8,8.08,485.54,0.1237623762,0.0891431135,0.05260073603,0.0708626928,-0.01826195677,0.08413602471,0.03153528869,-0.12,0.0005939372806,265559.7,194999.8,-0.04045243282,0.02941316253,1,0,1,1,0,0,0,1,4
Bharat Petroleum Corpn. Ltd.,342407.2,432489.2,1232503.2,1212773.5,,10.1,78271.7,387448.2,1101733.1,1045209.42,0.99,3556.9,10505.9,1469462.3,1446345.4,,17.7,58048.1,457133.3,1340405,1264883.36,0.5,62031.8,8304,207.95,1.29,330.15,0.7751937984,0.5876412599,0.05349174037,0.05765007278,-0.004158332407,0.1434297088,0.08993796839,-0.49,-0.0750356157,1340405,1101733.1,0.005038072645,0.08863492513,1,0,1,1,0,1,1,1,6
Bharti Airtel Ltd.,284464.4,418592.1,260640.8,198205.6,6.6,32.1,60900.3,351506.95,256996.8,138242.53,0.29,104598.6,1240.5,345395.6,267956.6,40.3,,70892.8,475786,340035.3,188814.78,0.36,123898.3,3843.9,401.57,5.16,265.05,0.1937984496,-0.3399656349,0.1849024384,0.219572994,-0.03467055558,0.2959881469,0.1110857085,0.07,-0.02425345399,340035.3,256996.8,-0.01736456229,-0.01644746463,1,0,1,1,1,1,0,0,5
Bhushan Steel Ltd.,54022.1,88085.5,47454,45097.4,6.6,,53663.3,71053.8,41760.2,34327.86,1.32,4367.8,520.3,54276.1,49081.4,6.8,,76124.9,104797.85,49626.6,39195.56,1.27,5349.7,159.6,131.21,1.26,280.26,0.7936507937,1.135965247,0.05889618609,0.04350071545,0.01539547064,0.06073303779,0.001836851695,-0.05,-0.02885130378,49626.6,41760.2,0.03221386463,-0.1141805088,1,1,1,1,0,1,1,0,6
Biocon Ltd.,13104.6,17544.5,12987,8757.4,3347.5,903.9,1415.3,15314.25,8782.4,6090.01,1.73,5266,195.5,10164.9,9314.7,,,1388,18193.7,9115.5,6434.12,1.62,1075,246.6,220.4,3.2,322.25,0.3125,0.4621143376,0.04845963122,0.136288021,-0.08782838978,0.06127276354,0.01281313232,-0.11,-0.01612704875,9115.5,8782.4,-0.01241043445,-0.07245386923,1,0,1,1,0,1,0,0,4
Bombay Rayon Fashions Ltd.,9176.3,14469.1,9448.2,9226.9,,0.7,4020.3,11822.7,9261.1,6924.91,1.38,-990.4,172.6,13471.8,12757.8,,15.6,10845.7,22777.15,13424,9476,1.06,391.8,33.9,186.6,1.3,260,0.7692307692,0.3933547696,0.05042469815,0.02419275743,0.02623194072,0.02707839465,-0.0233463035,-0.32,0.1361165792,13424,9261.1,0.04184174815,-0.1939694797,1,1,1,0,0,0,1,0,4
Bosch Ltd.,33520.7,39810.2,51613.4,45788.4,24.9,,2327.2,36665.45,43291.6,31387.95,1.49,6169.6,1758.9,55566.3,49562.3,25.3,,2544.4,42692.25,46235.6,35107.71,1.93,4694.9,3151,3230,3.2,5372.5,0.3125,0.6633126935,0.1501801046,0.1730303961,-0.02285029155,0.1179320878,-0.03224801684,0.44,-0.003872557902,46235.6,43291.6,-0.03428646484,-0.09772167886,1,0,1,0,1,1,0,0,4
C E S C Ltd.,76607.1,85945,30118.3,26564.7,269.1,,15165,64095.65,28645.7,21386.65,0.92,10340.8,1007.4,32609.7,28512.8,16.9,,21602.7,79223.8,30446.4,23314.93,0.79,11768.5,1275.9,278.9,1,375.55,1,0.3465399785,0.04747222061,0.04287461606,0.004597604546,0.1369305951,0.08945837454,-0.13,0.03607990247,30446.4,28645.7,-0.01917769635,-0.06261236921,1,1,1,1,0,0,0,0,4
Cairn India Ltd.,326248.9,294193.9,339.6,1127.8,,,,310221.4,12.7,436.31,0.04,-90,326.9,2980.4,2438,,208.4,,308049.65,37.3,186.01,13.39,-354.4,2787.3,232.9,1.39,296.85,0.7194244604,0.2745813654,0.002552058353,-0.002415946843,0.004968005196,-0.001204647683,-0.003756706036,13.35,0,37.3,12.7,29.36825484,0.00008014587322,1,1,0,0,1,1,1,1,6
Canara Bank,1660990.8,1806960.3,165090.5,149440.4,10.9,,86324.9,1711736.9,,14509.64,2.87,59786.6,155811.7,195494.7,174770.5,8.3,,140009.5,1979844.1,,16233.15,3.18,21686.4,186090.8,264.9,1.02,452.05,0.9803921569,0.7064930162,0.01146450201,0.009415584963,0.002048917052,0.01200159184,0.0005370898298,0.31,0.02028626364,186090.8,155811.7,0.005890501383,0.002967157461,1,1,1,1,1,0,1,1,7
Century Textiles & Inds. Ltd.,32167.8,38870.9,40042.2,37436.6,22,76.9,10357.4,35346.95,35308.6,21725.87,0.69,5851.6,147.5,44496.2,42867.5,569.1,41.4,14183.6,42423.05,39543.3,24779.61,0.69,6666.8,70.7,397,2.3,455.45,0.4347826087,0.1472292191,0.02832453069,0.08270693053,-0.05438239984,0.1715113362,0.1431868056,0,0.04131607296,39543.3,35308.6,-0.01133113604,-0.06679677015,1,0,1,1,0,0,0,0,3
Chambal Fertilisers & Chemicals Ltd.,36558.3,36407.2,28269.7,25520.3,290.7,,13072.1,36482.75,27279.9,19872.78,1.1,4530.9,633.6,47308,45487.5,60.3,7,20425.7,44626.2,46076.1,35767.94,0.89,9644.8,979.3,68.75,2.13,65.35,0.4694835681,-0.04945454545,0.04853984926,0.06725422134,-0.01871437208,0.2649146323,0.216374783,-0.21,0.09939739556,46076.1,27279.9,-0.0478026659,0.2847419744,1,0,1,1,0,0,0,1,4
Chennai Petroleum Corpn. Ltd.,84791.3,105494.9,331718.6,325589.3,0.3,5.3,15387.1,95143.1,281197.6,259429.17,1.22,859.3,1017.2,379884.3,371612.7,1.8,7.7,9045.5,94445.85,333585,316085.69,0.94,17813.9,216.3,174.7,0.77,252.85,1.298701299,0.4473382942,0.07846350866,0.07234586567,0.00611764299,0.1688602956,0.09039678695,-0.28,-0.06595140646,333585,281197.6,-0.02495496121,0.5765011196,1,1,1,1,0,1,0,1,6
Cipla Ltd.,44140.5,57440.7,44288.7,37688.1,29.2,,53.5,50700.9,41980.5,28374.96,1.5,2002.8,862.1,53768.6,47136,23.6,36.2,734.8,66693.4,52391.6,33953.94,1.16,3491.7,238.2,253.35,4.15,335.25,0.2409638554,0.323268206,0.1156880052,0.1488746163,-0.03318661109,0.06078790823,-0.05490009697,-0.34,0.009962373857,52391.6,41980.5,0.02782825533,-0.04244406236,1,0,1,0,0,0,1,0,3
Colgate-Palmolive (India) Ltd.,7196.9,7164.4,16380,14070.4,8.4,,46.9,7180.65,15064.8,8069.3,0.43,2421.2,214.5,18659.2,15767.4,98.1,3.7,46.9,7530.8,17401.4,9564.83,0.64,2828.1,357.3,305.5,26.43,420.3,0.03783579266,0.3757774141,0.3904583775,0.3197487807,0.07070959681,0.3947434537,0.00428507621,0.21,-0.0003036841325,17401.4,15064.8,-0.01401927691,0.2127257706,1,1,1,1,1,1,0,1,7
Container Corpn. Of India Ltd.,32547.6,39068.5,35127.7,27605.6,,1.4,0,35808.05,33454.4,24439.51,2.98,7193,1394.1,36291.4,28379.4,102.6,2.8,0,42485.05,34142.9,24369.74,3,8182.1,1739.6,660,3.18,889.73,0.3144654088,0.3480757576,0.1999616059,0.2311537563,-0.03119215045,0.2094295916,0.009467985717,0.02,0,34142.9,33454.4,0.01677482836,-0.1306253197,1,0,1,1,1,1,1,0,6
Corporation Bank,527430.6,666160.8,53216,45866.1,,3.3,29376,596795.7,,3959.85,2.53,53621.1,50255,72926.6,63998.9,,8.2,48099,767692.8,,4590.78,4.2,103522.7,69767.2,66.6,0.91,104.58,1.098901099,0.5702702703,0.01341402856,0.01394154985,-0.0005275212807,0.155401969,0.1419879404,1.67,0.01343109307,69767.2,50255,0.01299373665,0.006671013552,1,0,1,1,1,0,1,1,6
Crompton Greaves Ltd.,20531.9,23986.1,44791.7,40687.5,7.1,,875.6,22110.35,40289.2,30731.38,1.08,4357.5,641.1,50902.1,46803.5,,1.4,536.7,26475.05,47255,35728.22,1.19,5606,410.9,167.43,8,257.3,0.125,0.5367616317,0.1709323316,0.1995480204,-0.02861568876,0.2337186954,0.06278636377,0.11,-0.01932944677,47255,40289.2,0.006696878718,-0.03729931056,1,0,1,1,1,1,1,0,6
Cummins India Ltd.,13876.3,18032.1,27536.7,24694.5,,2,37.8,15954.2,23471.5,19091.14,1.33,2443.5,785.9,38063.3,33826.6,192,19.7,16.7,20118.2,33002.5,26282.11,1.55,2211.6,608,201.25,3.73,426.75,0.2680965147,1.120496894,0.2253980402,0.2049681832,0.020429857,0.1226479445,-0.1027500957,0.22,-0.001539187926,33002.5,23471.5,0.01700812522,0.1692500556,1,1,1,0,1,1,1,1,7
D L F Ltd.,112050.4,234420.9,60620.6,34814.1,0.6,3.6,46456.6,173235.65,55249.7,19595.23,1.12,-16158.4,5178.6,38803.6,23000,0.1,6,74142,242954.6,28284.1,5540.64,1.56,13377.3,9995.5,314.25,4.44,283.85,0.2252252252,-0.09673826571,0.06744065909,0.230338312,-0.162897653,0.05706530433,-0.01037535476,0.44,0.03699815066,28284.1,55249.7,0.1587743303,-0.2025107799,1,0,1,0,1,0,1,0,4
Dabur India Ltd.,8040.5,11607.4,21478.4,18349.6,4.8,16.6,54.6,9823.95,20905.7,12200.77,0.63,3219.9,112.7,24759.7,21420.2,4.2,1.4,45.8,13736.25,24047.3,14312.86,0.66,3369.5,299.5,64,13.12,103.1,0.0762195122,0.6109375,0.28746317,0.3905975997,-0.1031344296,0.2902889536,0.002825783552,0.03,-0.002223602542,24047.3,20905.7,-0.01158640105,-0.3773888486,1,0,1,1,1,1,0,0,5
Deccan Chronicle Holdings Ltd.,15168.5,20983.6,8202.5,5483.1,,3.6,6728.7,18076.05,7819.3,2714.67,3.62,4378.8,5.7,8576.2,7175.5,0.8,,3679.6,19723.65,8136.7,4919.28,2.71,2067.3,,75.15,1.49,122.95,0.6711409396,0.6360612109,0.06671400522,0.1795167617,-0.1128027565,0.09851979641,0.03180579119,-0.91,-0.1856861742,8136.7,7819.3,-0.2574036737,-0.02004270867,1,0,1,1,0,1,0,0,4
Dena Bank,314506.4,386514.1,33027.4,29429.5,299.6,,11606.2,348058.9,,3142.7,3.68,22670.9,29369.6,40348.8,36122.2,,7.1,14431.3,433302.1,,3861.04,6.51,42581.2,37391.8,55.8,0.77,92.25,1.298701299,0.6532258065,0.01095354607,0.01048722697,0.0004663190983,0.1101672617,0.09921371562,2.83,-0.00004010505185,37391.8,29369.6,0.003746199348,0.001913868556,1,1,1,1,1,1,1,1,8
Dish T V India Ltd.,11220.5,12140.1,4239.7,8407.4,,15.1,3282.9,11680.3,4059.5,5143.19,0.05,351.7,90.6,7478.8,12225.4,,9.2,8032.1,16556.15,6184.9,7492.75,0.04,-2667.2,1082.5,39,,45.8,#DIV/0!,0.1743589744,-0.3902274281,-0.3700904594,-0.02013696868,-0.2197016499,0.1705257782,-0.01,0.2040799967,6184.9,4059.5,0.05549304274,0.02602014561,0,0,0,1,0,0,1,1,3
Divi'S Laboratories Ltd.,8521.3,11974.6,10745.9,7531.9,,0.3,673.1,10247.95,10364.3,5617.88,2.36,3021.2,18.8,12224.3,8965.1,,0.1,504.2,13861.5,11939.1,6312.78,3.23,2955.6,97.2,277.75,5.49,390.63,0.1821493625,0.4064086409,0.2721844571,0.3772077031,-0.1050232459,0.2468224408,-0.02536201627,0.87,-0.02930729918,11939.1,10364.3,0.01329303256,-0.1500397796,1,0,1,0,1,1,1,0,5
Dr. Reddy'S Laboratories Ltd.,58188,65333,38007,34193,,3,97,61760.5,35252,22886.5,1.33,5435,1511,46137,41169,13,,6185,71412.5,44450,27164.8,1.47,4706,677,780,2.42,1440.45,0.4132231405,0.8467307692,0.07584222368,0.06559771774,0.01024450594,0.07203097975,-0.003811243935,0.14,0.08503890399,44450,35252,0.0380939673,0.05165451457,1,1,1,0,1,0,1,1,6
Educomp Solutions Ltd.,2773.4,7473.9,2843,2124,,0.1,3488.3,5123.65,2618.6,1344.6,4.42,675.4,219.3,5274.8,4233.2,,,4691.2,9636.1,5006.5,2209.22,1.64,842.4,257.4,758.2,15.78,528.7,0.06337135615,-0.302690583,0.1393649902,0.2592846326,-0.1199196424,0.1127122386,-0.02665275158,-2.78,-0.1939872806,5006.5,2618.6,0.07221013721,0.008475699447,1,0,1,0,0,1,1,1,5
Essar Oil Ltd.,156112.7,214059,6688,6107,31.2,,96677.5,185085.85,5589,6135.62,0.83,-1267.2,87.3,426899.6,422117.2,,,87656,217598.35,375255.4,357194.36,0.61,22418.3,7961,163.9,5.16,139.95,0.1937984496,-0.1461256864,0.02234150398,0.003521814689,0.01881968929,0.1047295372,0.08238803321,-0.22,-0.1195047508,375255.4,5589,0.1459328206,1.69433558,1,1,1,1,0,1,1,1,7
Everest Kanto Cylinder Ltd.,3931,7461.1,3933.1,3448.7,1.8,2.6,1580.6,5694,3344.1,2357.04,1.52,60,101.5,3993.8,3882,5.6,,2546.3,8604.5,3539.1,2512.47,0.97,140.7,121.6,194.4,4.83,133.55,0.2070393375,-0.3130144033,0.01423382611,0.1234291529,-0.1091953268,0.01885780917,0.004623983059,-0.55,0.01833610398,3539.1,3344.1,-0.005082393989,-0.1759943871,1,0,1,1,0,0,0,0,3
Federal Bank Ltd.,251706.5,326084.8,29258.6,25578.1,1021.2,0.2,12569.5,288830.7,,2385.83,3.54,14105.4,27774.2,38485,33480.1,5.7,,12189.4,357863,,2923.71,4.35,30117.1,36246.7,25.21,0.96,31.61,1.041666667,0.2538675129,0.01533098139,0.01056587732,0.004765104067,0.09235971747,0.07702873608,0.81,-0.009456935224,36246.7,27774.2,0.005239532106,0.0051256953,1,1,1,1,1,1,1,1,8
Financial Technologies (India) Ltd.,7113.8,20026,13550.7,3938.6,,0.1,3994.5,13569.9,1375.3,534.59,2.82,-2386.2,12087.1,7183,3496.6,,0.7,4611,22102,3541.6,1104.64,2.91,1031.2,3503.3,1326.25,3.33,1343.4,0.3003003003,0.01293119698,0.1841156497,1.351204701,-1.167089051,0.05149305902,-0.1326225906,0.09,-0.08574107974,3541.6,1375.3,0.07680369419,0.05888958254,1,0,1,0,1,1,1,1,6
Firstsource Solutions Ltd.,10650.4,21459.3,5164.4,4588,0.8,,11137,16054.85,4939.1,2748.61,0.32,826.5,193.1,8377.6,8226.5,636.1,,13272.2,22851.7,5660.4,3254.57,1.34,468.7,2036.4,24.8,1.14,28.05,0.8771929825,0.1310483871,-0.02260092361,0.0540449185,-0.07664584211,0.02184134618,0.04444226979,1.02,-0.1128874107,5660.4,4939.1,-0.01847156135,-0.05993764071,0,0,1,1,1,1,0,0,4
G A I L (India) Ltd.,187728.9,218702.5,191895.8,166180,,123.2,12658.7,203215.7,172470.5,128430,1.08,34121.5,4697.6,252175.6,224188.6,,437.4,12001.3,238031,231013.9,182706.29,0.75,25778.8,6010.3,287.25,2.37,466.25,0.4219409283,0.6231505657,0.129968336,0.1376399691,-0.007671633144,0.1178715378,-0.01209679816,-0.33,-0.01187287599,231013.9,172470.5,-0.04623964516,0.121813655,1,0,1,0,0,1,0,1,4
G M R Infrastructure Ltd.,18387.3,61050.5,1125,498,,,3650,39718.9,91.5,45.49,0.83,-565.6,1011.4,1677.7,701,,,3400,61229.75,-17.9,71.83,12.91,-261.5,1672.9,68.68,4.39,58.67,0.2277904328,-0.1457483984,0.01599823097,0.03409962311,-0.01810139214,-0.004283339203,-0.02028157018,12.08,-0.03636723521,-17.9,91.5,4.510007632,-0.002596030725,1,0,0,0,1,1,1,0,4
G O L Offshore Ltd.,15193.1,20577.9,7509.4,5477.3,234.8,,9301.4,17885.5,6763.1,2960.88,2.13,2793.6,477.9,9530.1,7419.1,13.6,,19433.5,24788.2,8951.6,3696.33,1.85,3230.5,553.3,426.5,2.27,441.7,0.4405286344,0.03563892145,0.1019248806,0.1182971217,-0.01637224114,0.1569888084,0.05506392781,-0.28,0.2639293381,8951.6,6763.1,0.02487528752,-0.01700968683,1,0,1,1,0,0,1,0,4
